,electric_loadprofile,weather_region,weather_type,weather_year,p_pv,p_chp,e_bat,production_sum [kWh],consumption_sum [kWh],battery_discharge [kWh],battery_charge [kWh],grid_feed [kWh],grid_supply [kWh],autarkiegrad,eigenverbrauch
0,LP_W_MFH_m,4,a,2015,0,0.3,0.7,1517.55,999.9999775,179.17928889027328,217.8715334698496,711.2537656522063,232.3959877317826,0.7676040070393075,0.5313144439048425
0,LP_W_MFH_k,4,a,2015,0,0.2,0.05,1011.7,999.9999625,38.15342153568031,44.85775487199105,425.702657628009,420.70695346431967,0.5792930307591689,0.5792204629554127
0,LP_G4,4,a,2015,0,0.05,0.3,252.925,997.733,0.0,0.0,0.00075,744.8087499999999,0.2534989320790232,0.9999970346940792
0,LP_W_MFH_k,4,a,2015,0,0.0,0.3,0.0,999.9999625,0.0,0.0,-0.0,999.9999625,0.0,
0,LP_L1,4,a,2015,0,0.3,0.5,1517.55,1011.16925,157.22670504168573,187.6358081049428,735.4008907321481,259.4292437954052,0.7434363794237164,0.5154025299119316
0,LP_G6,4,a,2015,0,0.2,0.3,1011.7,1018.281,104.12159214913612,124.21589088082251,324.07773184931585,350.7530305810023,0.6555439701015708,0.6796701276570962
0,LP_W_MFH_k_WP075,4,a,2015,0,0.35,0.15,1770.475,1000.000175,83.01729517175235,98.44905306890476,897.8675290748741,142.82446197202665,0.8571755630222497,0.4928663047629172
0,LP_G0,4,a,2015,0,0.1,0.3,505.85,997.58425,57.122179835434935,70.84108197808082,21.53343401390503,526.9865861565509,0.471737263136872,0.9574311870833152
0,LP_G5,4,a,2015,0,0.5,0.1,2529.25,995.44725,56.57099770156452,66.39122110924924,1877.048512977004,353.0659863846886,0.6453192407888128,0.257863590796875
0,LP_L0,4,a,2015,0,0.25,0.15,1264.625,1011.2155,80.35164764848281,94.26033050921885,579.9402945136063,340.4394773743423,0.6633363735283505,0.5414132296027626
0,LP_Ö_Büro_k,4,a,2015,0,0.075,0.3,379.3875,999.9997444999998,36.35126202544976,46.42520960596907,0.0504761003993927,630.7366681809186,0.3692631706658213,0.999866953707227
0,LP_G_MH,4,a,2015,0,0.05,0.6,252.925,1000.0001844999998,37.53142481832887,58.38473724166892,2.204457163349819,770.1329540866898,0.2298671880028139,0.9912841468287048
0,LP_W_MFH_k_WP075,4,a,2015,0,0.15,0.4,758.775,1000.000175,174.09562931651934,211.32880628821025,9.020923129391734,287.47927510108264,0.7125207752077817,0.9881112014373276
0,LP_W_MFH_g_WP025,4,a,2015,0,0.05,0.0,252.925,999.999975,0.0,0.0,3.0241,750.0990749999999,0.2499009062475227,0.988043491153504
0,LP_W_MFH_m_WP075,4,a,2015,0,0.25,0.3,1264.625,1000.0004250000002,170.31282965214123,204.43286878880127,352.7133319502348,122.20879608689484,0.8777912558518215,0.7210925515862531
0,LP_WP,4,a,2015,0,0.2,0.6,1011.7,999.9999865,239.71297968971217,287.4477923369517,105.79329248364924,141.82809163088882,0.858171906454432,0.8954301744749934
0,LP_W_MFH_m_WP025,4,a,2015,0,0.05,0.1,252.925,1000.00095,2.837440308832407,3.6942249733636894,0.0125249999999999,747.9452596645314,0.2520554508827903,0.9999504793911238
0,LP_W_MFH_m_WP025,4,a,2015,0,0.025,0.8,126.4625,1000.00095,0.0,0.0,-0.0,873.53845,0.1264623798607391,1.0
0,LP_W_W,4,a,2015,0,0.5,0.6,2529.25,1000.007,195.11316171170756,236.65685190111915,1804.7872329506831,317.0879231400949,0.6829142964598299,0.2864338309970611
0,LP_G_MV,4,a,2015,0,0.5,0.3,2529.25,999.9999935,128.9600033205957,152.1706057543186,1801.5463792560167,295.50697518973965,0.704493022889465,0.2877151806835952
0,LP_W_MFH_g_WP075,4,a,2015,0,0.45,0.2,2276.3250000000003,999.998975,91.51580709542029,109.09122112066576,1372.5583241827862,113.80771320803188,0.8861921701389426,0.3970288407047385
0,LP_W_MFH_k_WP025,4,a,2015,0,0.0,0.5,0.0,999.9975,0.0,0.0,-0.0,999.9975,0.0,
0,LP_W_MFH_g_WP025,4,a,2015,0,0.2,0.4,1011.7,999.999975,148.78103378872532,178.90047982775204,195.2718410761628,213.69126211518952,0.7863087325425289,0.8069864178351658
0,LP_W_MFH_k_WP075,4,a,2015,0,0.2,0.7,1011.7,1000.000175,218.6717716068648,277.323137088888,92.38458430831018,139.3361247903334,0.8606638995934841,0.90868381505554
0,LP_W_MFH_k_WP075,4,a,2015,0,0.2,0.05,1011.7,1000.000175,45.86006462622832,53.78776082072452,315.8812088288989,312.1090800233952,0.6878909745956842,0.68777186040437
