Lastprofilgruppe,Parameter,1,2,3,4,RMSE
LP_W_EFH,k_e,0.045460407678105975,0.36784736142694396,0.2614874447255031,2.8536796233456876,0.016463956233440186
LP_W_EFH,k_a,0.4809203867202923,-0.013008601989181207,0.49423023355096746,2.3625144133643277,0.020659298741374715
LP_W_W_WP075,k_e,0.026634603216110525,0.35691116331118206,0.3677253561233554,2.4963018360870306,0.014748840722427149
LP_W_W_WP075,k_a,0.41919814718159976,-0.004237925382070235,0.5093354009272345,2.0205822679788605,0.00985786151652059
LP_W_MFH_g_WP050,k_e,0.03693340659648931,0.39880541634327094,0.31865957555169927,2.4304971682050645,0.014434001797794265
LP_W_MFH_g_WP050,k_a,0.47002766782116745,-0.010114136641464218,0.4582462070912339,2.0261110615477493,0.015106966065266824
LP_W_MFH_g,k_e,0.04435658206059952,0.4205442385156456,0.26482647364586714,2.648159863536345,0.016546373490910784
LP_W_MFH_g,k_a,0.5388117416306178,-0.017368137770872892,0.48061261573201136,2.179186187307859,0.02333140562458008
LP_G_G,k_e,0.03033084640626338,0.5295898113015397,0.37482905418480644,2.441307165641051,0.01806158683874465
LP_G_G,k_a,0.5845896581034994,-0.030223461127479007,0.42982309831076326,2.020458887971458,0.024693191996234435
LP_WP,k_e,0.04294307930827544,0.30494945852814975,0.4151705862756077,2.275339604141434,0.04563779476332297
LP_WP,k_a,0.3998167650208995,0.004260372121767041,0.741335512660627,2.042508915807564,0.009068441530523134
LP_G_MH,k_e,-0.2240572575211132,1.6398347602503744,1.6221108906058046,1.7697624894409965,0.01661315515193726
LP_G_MH,k_a,0.8144362425198186,-0.03108768616730171,0.5837238290926245,1.5121493826844947,0.021955871011267274
LP_Ö_Büro_k,k_e,0.041981812908924,0.42963150904814645,0.30480908079540847,2.4373418536340625,0.01405494430543017
LP_Ö_Büro_k,k_a,0.5309227616253075,-0.013863783970663908,0.48532879325491973,2.0047306238378035,0.01738744535201999
LP_G2,k_e,0.038134603170480244,0.5040954494460461,0.303546978696304,2.3931087984820323,0.015683320928345828
LP_G2,k_a,0.6099650366947716,-0.021495710655924535,0.49405501722193174,1.9729310336867882,0.024177258067077736
LP_L0,k_e,0.04294944891523002,0.4861217745616727,0.3089368727546574,2.481087633121785,0.015766671533477626
LP_L0,k_a,0.6036021950876395,-0.020353052118890387,0.5138171798645625,2.0086021327272934,0.02260249353140747
LP_W_MFH_g_WP075,k_e,0.033079298806547315,0.36055742099161003,0.3367054787283231,2.3199527604360553,0.013687765978731916
LP_W_MFH_g_WP075,k_a,0.42962105289045405,-0.00355092423814332,0.49821038608675705,1.926482771027086,0.010822391466485884
LP_W_W,k_e,0.05628601113957793,0.3124889099922312,0.23927843884174257,3.0298089882583663,0.01741340623486841
LP_W_W,k_a,0.4565555647634421,-0.009000172004117953,0.5413395688675109,2.444891436462879,0.01702066545286831
LP_W_MFH_m_WP050,k_e,0.03536385904100368,0.40172145131406234,0.3273128221001711,2.4316621664194815,0.014395233605445144
LP_W_MFH_m_WP050,k_a,0.46875886548844625,-0.009917569865032113,0.4606920051169968,2.0255966917278507,0.014880399802155678
LP_G6,k_e,0.046504198597778955,0.4936126320324565,0.27857380111636965,2.365894583662093,0.01602360911963951
LP_G6,k_a,0.6162890110090361,-0.021767509524843656,0.5035721988279924,1.9542501142706001,0.02372724949506511
LP_G_MV,k_e,-0.04773253036417282,0.9487489611869021,0.8501233445773024,1.9696941258863434,0.015613176737620192
LP_G_MV,k_a,0.7145430159290341,-0.036898804879726764,0.4879667464060521,1.6563597657422913,0.021222933441797213
LP_G0,k_e,-0.0007540790605446984,0.751684909282543,0.5623531688545272,2.0283865731996187,0.0159369671297297
LP_G0,k_a,0.6950694288725687,-0.038095742548014185,0.44777205572028284,1.7007734831502053,0.02325772237363731
LP_G5,k_e,0.036052713753771726,0.48651889604164666,0.3471077584756055,2.5075178146956856,0.018279256819012792
LP_G5,k_a,0.5725699875743773,-0.01814843993532919,0.5006278985487186,2.0637398333902754,0.022019012540650997
