Monat;Strom in W/m2NGF;Warmwasser thermisch in in W/m2NGF;Waerme in W/m2NGF;Kaelte in W/m2NGF;Wind in MW;Photovoltaik in kW;Stunde;Datum
10;2,5500;0,55000;0;0;69;63,3;6704;07.10.2021
10;2,5300;1,14000;0;0;38;108;6705;07.10.2021
10;2,4700;1,64000;0;0;19;164,4;6706;07.10.2021
10;2,4900;1,64000;0;0;10;200,3;6707;07.10.2021
10;2,7200;2,19000;0;0;10;155,3;6708;07.10.2021
10;2,6700;2,19000;0;0;26;195,4;6709;07.10.2021
10;2,4000;1,92000;0;0;89;154,3;6710;07.10.2021
10;2,2100;1,37000;0;0;220;99,2;6711;07.10.2021
10;2,1100;1,10000;0;0;343;126,3;6712;07.10.2021
10;2,2500;1,06000;0;0;281;31,7;6713;07.10.2021
10;2,6500;1,64000;0;0;329;0,6;6714;07.10.2021
10;3,0300;1,64000;0;0;579;0;6715;07.10.2021
10;2,9800;1,10000;0;0;919;0;6716;07.10.2021
10;2,8100;1,10000;0;0;956;0;6717;07.10.2021
10;2,5300;0,55000;0;0;613;0;6718;07.10.2021
10;2,0300;0,55000;0;0;340;0;6719;07.10.2021
10;1,5600;0,27000;0;0;205;0;6720;07.10.2021
10;1,3100;0,27000;0;0;151;0;6721;08.10.2021
10;1,2400;0,27000;0;0;282;0;6722;08.10.2021
10;1,2300;0,55000;0;0;401;0;6723;08.10.2021
10;1,2400;0,55000;0;0;793;0;6724;08.10.2021
10;1,3600;1,10000;0;0;618;0;6725;08.10.2021
10;2,1000;1,64000;0;0;574;0;6726;08.10.2021
10;2,6100;2,81000;0;0;595;5,6;6727;08.10.2021
10;2,7200;2,81000;0;0;575;50,1;6728;08.10.2021
10;7,7000;2,53000;0;0;540;95,7;6729;08.10.2021
10;6,4800;2,05000;0;0;571;134,1;6730;08.10.2021
10;6,4900;1,77000;0;0;592;159,5;6731;08.10.2021
10;6,7200;2,37000;0;0;536;196,8;6732;08.10.2021
10;6,6700;2,91000;0;0;449;199,2;6733;08.10.2021
10;6,4000;2,05000;0;0;598;157,2;6734;08.10.2021
10;6,2200;1,49000;0;0;1023;134,5;6735;08.10.2021
10;6,1100;1,49000;0;0;1251;77,4;6736;08.10.2021
10;12,2300;2,05000;0;0;877;26,6;6737;08.10.2021
10;7,2500;2,32000;0;0;842;0;6738;08.10.2021
10;6,4800;1,99000;0;0;970;0;6739;08.10.2021
10;2,9800;1,41000;0;0;1181;0;6740;08.10.2021
10;2,8100;1,10000;0;0;1529;0;6741;08.10.2021
10;2,5300;0,79000;0;0;1832;0;6742;08.10.2021
10;2,0300;0,55000;0;0;2026;0;6743;08.10.2021
10;1,5600;0,27000;0;0;2052;0;6744;08.10.2021
10;1,3100;0,27000;0;0;2075;0;6745;09.10.2021
10;1,2400;0,27000;0;0;2125;0;6746;09.10.2021
10;1,2300;0,55000;0;0;2083;0;6747;09.10.2021
10;1,2400;0,55000;0;0;1923;0;6748;09.10.2021
10;1,3600;1,10000;0;0;1845;0;6749;09.10.2021
10;2,1000;1,64000;0;0;1999;0;6750;09.10.2021
10;2,6100;2,81000;0;0;2126;1,3;6751;09.10.2021
10;2,7200;2,81000;0;0;1790;22,3;6752;09.10.2021
10;7,7000;2,29000;0;0;1414;45,3;6753;09.10.2021
10;6,4800;2,05000;0;0;1439;66,4;6754;09.10.2021
10;6,4900;2,02000;0;0;1724;85,5;6755;09.10.2021
10;6,7200;2,37000;0;0;1649;91,9;6756;09.10.2021
10;6,6700;2,67000;0;0;1323;87,8;6757;09.10.2021
10;6,4000;2,05000;0;0;1112;81,7;6758;09.10.2021
10;6,2200;1,49000;0;0;1029;62,5;6759;09.10.2021
10;6,1100;1,49000;0;0;639;40,7;6760;09.10.2021
10;12,2300;2,05000;0;0;211;13,8;6761;09.10.2021
10;7,2500;2,32000;0;0;95;0;6762;09.10.2021
10;6,4800;1,99000;0;0;51;0;6763;09.10.2021
10;2,9800;1,41000;0;0;45;0;6764;09.10.2021
10;2,8100;1,10000;0;0;42;0;6765;09.10.2021
10;2,5300;0,55000;0;0;46;0;6766;09.10.2021
10;2,0300;0,55000;0;0;120;0;6767;09.10.2021
10;1,5600;0,27000;0;0;114;0;6768;09.10.2021
10;1,3100;0,27000;0;0;166;0;6769;10.10.2021
10;1,2400;0,27000;0;0;188;0;6770;10.10.2021
10;1,2300;0,55000;0;0;189;0;6771;10.10.2021
10;1,2400;0,55000;0;0;243;0;6772;10.10.2021
10;1,3600;1,10000;0;0;371;0;6773;10.10.2021
10;2,1000;1,64000;0;0;495;0;6774;10.10.2021
10;2,6100;2,81000;0;0;505;0,9;6775;10.10.2021
10;2,7200;2,81000;0;0;406;10,9;6776;10.10.2021
10;5,5400;2,53000;0;0;249;56,4;6777;10.10.2021
10;6,4800;2,05000;0;0;174;33,9;6778;10.10.2021
10;6,4900;1,77000;0;0;93;81,9;6779;10.10.2021
10;6,7200;2,37000;0;0;76;92,9;6780;10.10.2021
10;6,6700;2,91000;0;0;30;118,8;6781;10.10.2021
10;6,4000;2,05000;0;0;45;102,1;6782;10.10.2021
10;6,2200;1,49000;0;0;65;83,5;6783;10.10.2021
10;6,1100;1,49000;0;0;69;52,2;6784;10.10.2021
10;12,2300;2,05000;0;0;123;39,1;6785;10.10.2021
10;7,2500;2,32000;0;0;231;0,3;6786;10.10.2021
10;6,4800;1,99000;0;0;386;0;6787;10.10.2021
10;2,9800;1,41000;0;0;445;0;6788;10.10.2021
10;2,8100;1,10000;0;0;509;0;6789;10.10.2021
10;2,5300;0,55000;0;0;513;0;6790;10.10.2021
10;2,0300;0,55000;0;0;396;0;6791;10.10.2021
10;1,5600;0,27000;0;0;249;0;6792;10.10.2021
10;1,4100;0,27000;0;0;199;0;6793;11.10.2021
10;1,2700;0,27000;0;0;169;0;6794;11.10.2021
10;1,2400;0,55000;0;0;84;0;6795;11.10.2021
10;1,2300;0,55000;0;0;80;0;6796;11.10.2021
10;1,2500;1,10000;0;0;96;0;6797;11.10.2021
10;1,6100;1,64000;0;0;78;0;6798;11.10.2021
10;2,1000;2,81000;0;0;80;0,9;6799;11.10.2021
10;2,6100;2,81000;0;0;73;15,9;6800;11.10.2021
10;11,7200;2,53000;0;0;70;31,5;6801;11.10.2021
10;6,9200;2,05000;0;0;27;38,7;6802;11.10.2021
10;7,0400;1,77000;0;0;14;42,9;6803;11.10.2021
10;9,3200;2,37000;0;0;19;46,1;6804;11.10.2021
10;7,1100;2,91000;0;0;29;47,5;6805;11.10.2021
10;6,8900;2,05000;0;0;37;45,6;6806;11.10.2021
10;8,8600;1,49000;0;0;56;44,2;6807;11.10.2021
10;14,8100;1,49000;0;0;73;24,2;6808;11.10.2021
10;14,9900;2,05000;0;0;519;7,4;6809;11.10.2021
10;7,7900;2,57000;0;0;1775;0;6810;11.10.2021
10;6,8400;1,99000;0;0;2037;0;6811;11.10.2021
10;3,1500;1,41000;0;0;1993;0;6812;11.10.2021
10;2,6900;1,10000;0;0;2030;0;6813;11.10.2021
10;2,5700;0,55000;0;0;1998;0;6814;11.10.2021
10;2,2600;0,55000;0;0;1866;0;6815;11.10.2021
10;1,6500;0,27000;0;0;1807;0;6816;11.10.2021
10;1,8000;0,27000;0;0;1736;0;6817;12.10.2021
10;1,4900;0,02000;0;0;1451;0;6818;12.10.2021
10;1,3100;0,55000;0;0;1366;0;6819;12.10.2021
10;1,2400;0,55000;0;0;1258;0;6820;12.10.2021
10;1,2300;1,10000;0;0;1143;0;6821;12.10.2021
10;1,4000;1,64000;0;0;1064;0;6822;12.10.2021
10;1,4300;2,81000;0;0;919;4,3;6823;12.10.2021
10;1,7100;2,81000;0;0;929;13,4;6824;12.10.2021
10;5,2000;2,53000;0;0;753;57,8;6825;12.10.2021
10;6,8600;2,05000;0;0;639;51,6;6826;12.10.2021
10;7,2200;1,77000;0;0;584;176,5;6827;12.10.2021
10;7,5000;2,37000;0;0;702;193,9;6828;12.10.2021
10;7,5400;2,91000;0;0;998;113,1;6829;12.10.2021
10;12,9600;2,05000;0;0;1157;29,1;6830;12.10.2021
10;6,5400;1,49000;0;0;1316;71,9;6831;12.10.2021
10;6,3200;1,49000;0;0;1460;55,9;6832;12.10.2021
10;14,2500;2,29000;0;0;1985;25,9;6833;12.10.2021
10;6,7900;2,32000;0;0;2137;0;6834;12.10.2021
10;5,9900;1,99000;0;0;2030;0;6835;12.10.2021
10;2,8800;1,41000;0;0;2118;0;6836;12.10.2021
10;2,7900;1,10000;0;0;2381;0;6837;12.10.2021
10;2,6400;0,55000;0;0;2555;0;6838;12.10.2021
10;2,4100;0,55000;0;0;2708;0;6839;12.10.2021
10;1,5600;0,27000;0;0;2787;0;6840;12.10.2021
10;1,3100;0,27000;0;0;2767;0;6841;13.10.2021
10;1,2400;0,27000;0;0;2691;0;6842;13.10.2021
10;1,2300;0,27000;0;0;2566;0;6843;13.10.2021
10;1,2400;0,27000;0;0;2521;0;6844;13.10.2021
10;1,3600;0,27000;0;0;2590;0;6845;13.10.2021
10;1,9300;0,55000;0;0;2610;0;6846;13.10.2021
10;2,4400;1,10000;0;0;2568;0,9;6847;13.10.2021
10;2,5500;1,64000;0;0;2539;12,6;6848;13.10.2021
10;2,5300;1,64000;0;0;2442;27,6;6849;13.10.2021
10;2,4700;1,37000;0;0;2479;39,1;6850;13.10.2021
10;2,4900;0,83000;0;0;2408;50,7;6851;13.10.2021
10;2,7200;1,37000;0;0;2386;58,6;6852;13.10.2021
10;2,6700;1,64000;0;0;2275;65,2;6853;13.10.2021
10;2,4000;1,71000;0;0;2250;253,5;6854;13.10.2021
10;2,2100;1,37000;0;0;2056;207,3;6855;13.10.2021
10;2,1100;1,37000;0;0;1956;152,3;6856;13.10.2021
10;2,2500;2,41000;0;0;1951;74;6857;13.10.2021
10;2,6500;1,92000;0;0;1669;0;6858;13.10.2021
10;3,0300;1,10000;0;0;1611;0;6859;13.10.2021
10;2,9800;1,10000;0;0;1743;0;6860;13.10.2021
10;2,8100;0,30000;0;0;1470;0;6861;13.10.2021
10;2,5300;0,79000;0;0;1579;0;6862;13.10.2021
10;2,0300;0,55000;0;0;1737;0;6863;13.10.2021
10;1,5600;0,27000;0;0;1864;0;6864;13.10.2021
10;1,3100;0,27000;0;0;2023;0;6865;14.10.2021
10;1,2400;0,27000;0;0;2071;0;6866;14.10.2021
10;1,2300;0,27000;0;0;2234;0;6867;14.10.2021
10;1,2400;0,27000;0;0;2406;0;6868;14.10.2021
10;1,3600;0,27000;0;0;2474;0;6869;14.10.2021
10;1,9300;0,27000;0;0;2525;0;6870;14.10.2021
10;2,4400;0,27000;0;0;2621;2,8;6871;14.10.2021
10;2,5500;0,55000;0;0;2717;46,3;6872;14.10.2021
10;2,5300;0,89000;0;0;2729;114,7;6873;14.10.2021
10;2,4700;1,64000;0;0;2713;172,7;6874;14.10.2021
10;2,4900;1,64000;0;0;2704;226,2;6875;14.10.2021
10;2,7200;2,19000;0;0;2706;256;6876;14.10.2021
10;2,6700;2,19000;0;0;2714;249,6;6877;14.10.2021
10;2,4000;1,92000;0;0;2757;218,8;6878;14.10.2021
10;2,2100;1,37000;0;0;2781;187,1;6879;14.10.2021
10;2,1100;1,10000;0;0;2806;102,7;6880;14.10.2021
10;2,2500;1,31000;0;0;2851;44;6881;14.10.2021
10;2,6500;1,64000;0;0;2869;0;6882;14.10.2021
10;3,0300;1,64000;0;0;2857;0;6883;14.10.2021
10;2,9800;1,10000;0;0;2829;0;6884;14.10.2021
10;2,8100;1,10000;0;0;2782;0;6885;14.10.2021
10;2,5300;0,55000;0;0;2722;0;6886;14.10.2021
10;2,0300;0,55000;0;0;2677;0;6887;14.10.2021
10;1,5600;0,27000;0;0;2517;0;6888;14.10.2021
10;1,3100;0,27000;0;0;2553;0;6889;15.10.2021
10;1,2400;0,27000;0;0;2551;0;6890;15.10.2021
10;1,2300;0,55000;0;0;2496;0;6891;15.10.2021
10;1,2400;0,55000;0;0;2461;0;6892;15.10.2021
10;1,3600;1,10000;0;0;2327;0;6893;15.10.2021
10;2,1000;1,64000;0;0;2255;0;6894;15.10.2021
10;2,6100;2,81000;0;0;2205;3,6;6895;15.10.2021
10;2,7200;2,81000;0;0;2182;56,5;6896;15.10.2021
10;5,5400;2,53000;0;0;2127;135,5;6897;15.10.2021
10;6,4800;2,05000;0;0;2052;194;6898;15.10.2021
10;6,4900;1,84000;0;0;2085;253,8;6899;15.10.2021
10;6,7200;2,37000;0;0;2033;281,3;6900;15.10.2021
10;6,6700;2,91000;0;0;1955;281,2;6901;15.10.2021
10;6,4000;2,05000;0;0;2111;257,9;6902;15.10.2021
10;6,2200;1,43000;0;0;2064;201,9;6903;15.10.2021
10;6,1100;1,49000;0;0;2033;134,7;6904;15.10.2021
10;14,3800;2,05000;0;0;2035;55,2;6905;15.10.2021
10;7,2500;2,32000;0;0;2088;0;6906;15.10.2021
10;6,4800;1,99000;0;0;1944;0;6907;15.10.2021
10;2,9800;1,41000;0;0;1608;0;6908;15.10.2021
10;2,8100;1,10000;0;0;1616;0;6909;15.10.2021
10;2,5300;0,55000;0;0;1687;0;6910;15.10.2021
10;2,0300;0,55000;0;0;1660;0;6911;15.10.2021
10;1,5600;0,02000;0;0;1427;0;6912;15.10.2021
10;1,3100;0,27000;0;0;1114;0;6913;16.10.2021
10;1,2400;0,27000;0;0;1045;0;6914;16.10.2021
10;1,2300;0,55000;0;0;991;0;6915;16.10.2021
10;1,2400;0,55000;0;0;940;0;6916;16.10.2021
10;1,3600;1,10000;0;0;891;0;6917;16.10.2021
10;2,1000;1,64000;0;0;623;0;6918;16.10.2021
10;2,6100;2,81000;0;0;447;0,6;6919;16.10.2021
10;2,7200;2,81000;0;0;365;37,3;6920;16.10.2021
10;5,5400;2,53000;0;0;215;103;6921;16.10.2021
10;6,4800;2,05000;0;0;103;151,4;6922;16.10.2021
10;6,4900;1,77000;0;0;53;178,6;6923;16.10.2021
10;6,7200;2,37000;0;0;94;170,3;6924;16.10.2021
10;6,6700;2,91000;0;0;170;128,6;6925;16.10.2021
10;6,4000;2,05000;0;0;224;135,3;6926;16.10.2021
10;6,2200;1,49000;0;0;240;74,6;6927;16.10.2021
10;6,1100;1,49000;0;0;159;41,9;6928;16.10.2021
10;14,3800;2,05000;0;0;76;8,8;6929;16.10.2021
10;7,2500;2,32000;0;0;66;0;6930;16.10.2021
10;6,4800;1,99000;0;0;150;0;6931;16.10.2021
10;2,9800;1,41000;0;0;308;0;6932;16.10.2021
10;2,8100;1,10000;0;0;448;0;6933;16.10.2021
10;2,5300;0,55000;0;0;572;0;6934;16.10.2021
10;2,0300;0,55000;0;0;702;0;6935;16.10.2021
10;1,5600;0,27000;0;0;810;0;6936;16.10.2021
10;1,3100;0,27000;0;0;929;0;6937;17.10.2021
10;1,2400;0,27000;0;0;971;0;6938;17.10.2021
10;1,2300;0,55000;0;0;1331;0;6939;17.10.2021
10;1,2400;0,55000;0;0;1414;0;6940;17.10.2021
10;1,3600;1,10000;0;0;1443;0;6941;17.10.2021
10;2,1000;1,64000;0;0;1532;0;6942;17.10.2021
10;2,6100;3,06000;0;0;1604;4;6943;17.10.2021
10;2,7200;2,56000;0;0;1510;51,5;6944;17.10.2021
10;7,7000;2,53000;0;0;1477;122,7;6945;17.10.2021
10;8,6300;2,05000;0;0;1484;161,8;6946;17.10.2021
10;8,6500;1,77000;0;0;1541;137,3;6947;17.10.2021
10;8,8800;2,62000;0;0;1572;187,4;6948;17.10.2021
10;8,8200;2,91000;0;0;1620;209,6;6949;17.10.2021
10;6,4000;2,11000;0;0;1593;239,8;6950;17.10.2021
10;6,2200;1,18000;0;0;1556;149,6;6951;17.10.2021
10;6,1100;1,74000;0;0;1609;90,5;6952;17.10.2021
10;14,3800;2,05000;0;0;1602;12,1;6953;17.10.2021
10;7,2500;2,32000;0;0;1702;0;6954;17.10.2021
10;6,4800;1,99000;0;0;1775;0;6955;17.10.2021
10;2,9800;1,41000;0;0;1804;0;6956;17.10.2021
10;2,8100;1,10000;0;0;1800;0;6957;17.10.2021
10;2,5300;0,55000;0;0;1842;0;6958;17.10.2021
10;2,0300;0,55000;0;0;1861;0;6959;17.10.2021
10;1,5600;0,27000;0;0;1935;0;6960;17.10.2021
10;1,4100;0,27000;0;0;2056;0;6961;18.10.2021
10;1,2700;0,27000;0;0;2072;0;6962;18.10.2021
10;1,2400;0,55000;0;0;1995;0;6963;18.10.2021
10;1,2300;0,55000;0;0;1808;0;6964;18.10.2021
10;1,2500;1,10000;0;0;1703;0;6965;18.10.2021
10;1,6100;1,64000;0;0;1672;0;6966;18.10.2021
10;2,1000;2,81000;0;0;1607;2,4;6967;18.10.2021
10;2,6100;2,81000;0;0;1582;49,9;6968;18.10.2021
10;5,7500;2,29000;0;0;1423;120,2;6969;18.10.2021
10;6,9200;2,05000;0;0;1322;168,6;6970;18.10.2021
10;7,0400;1,77000;0;0;1400;225;6971;18.10.2021
10;9,3200;2,37000;0;0;1324;258,7;6972;18.10.2021
10;9,2700;2,91000;0;0;1179;258,4;6973;18.10.2021
10;9,0400;2,05000;0;0;990;224,4;6974;18.10.2021
10;6,7100;1,49000;0;0;680;170,1;6975;18.10.2021
10;6,6800;1,49000;0;0;472;102,1;6976;18.10.2021
10;14,9900;2,05000;0;0;479;10,4;6977;18.10.2021
10;7,7900;2,32000;0;0;606;0;6978;18.10.2021
10;6,8400;1,99000;0;0;795;0;6979;18.10.2021
10;3,1500;1,41000;0;0;867;0;6980;18.10.2021
10;2,6900;1,10000;0;0;748;0;6981;18.10.2021
10;2,5700;0,55000;0;0;697;0;6982;18.10.2021
10;2,2600;0,55000;0;0;868;0;6983;18.10.2021
10;1,6500;0,27000;0;0;985;0;6984;18.10.2021
10;1,8000;0,27000;0;0;831;0;6985;19.10.2021
10;1,4900;0,27000;0;0;712;0;6986;19.10.2021
10;1,3100;0,55000;0;0;628;0;6987;19.10.2021
10;1,2400;0,55000;0;0;485;0;6988;19.10.2021
10;1,2300;1,10000;0;0;345;0;6989;19.10.2021
10;1,4000;1,64000;0;0;244;0;6990;19.10.2021
10;1,4300;2,81000;0;0;260;2;6991;19.10.2021
10;1,7100;2,81000;0;0;301;48,7;6992;19.10.2021
10;5,2000;2,53000;0;0;297;125,5;6993;19.10.2021
10;6,8600;2,05000;0;0;308;182,6;6994;19.10.2021
10;7,2200;1,77000;0;0;354;244,3;6995;19.10.2021
10;7,5000;2,43000;0;0;418;277;6996;19.10.2021
10;7,5400;2,86000;0;0;463;275,8;6997;19.10.2021
10;6,9900;2,05000;0;0;503;245,1;6998;19.10.2021
10;6,5400;1,49000;0;0;474;191,5;6999;19.10.2021
10;6,3200;1,49000;0;0;451;109,7;7000;19.10.2021
10;14,2500;2,05000;0;0;397;8;7001;19.10.2021
10;6,7900;2,32000;0;0;508;0;7002;19.10.2021
10;5,9900;1,99000;0;0;472;0;7003;19.10.2021
10;2,8800;1,41000;0;0;520;0;7004;19.10.2021
10;2,7900;1,10000;0;0;615;0;7005;19.10.2021
10;2,6400;0,55000;0;0;653;0;7006;19.10.2021
10;2,4100;0,55000;0;0;636;0;7007;19.10.2021
10;1,5600;0,27000;0;0;629;0;7008;19.10.2021
10;1,3100;0,27000;0;0;408;0;7009;20.10.2021
10;1,2400;0,27000;0;0;291;0;7010;20.10.2021
10;1,2300;0,27000;0;0;283;0;7011;20.10.2021
10;1,2400;0,27000;0;0;187;0;7012;20.10.2021
10;1,3600;0,27000;0;0;105;0;7013;20.10.2021
10;1,9300;0,55000;0;0;60;0;7014;20.10.2021
10;2,4400;1,10000;0;0;40;2;7015;20.10.2021
10;2,5500;1,64000;0;0;26;45,3;7016;20.10.2021
10;2,5300;1,64000;0;0;18;108,8;7017;20.10.2021
10;2,4700;1,68000;0;0;4;163,5;7018;20.10.2021
10;2,4900;0,83000;0;0;4;213,4;7019;20.10.2021
10;2,7200;1,37000;0;0;8;242,7;7020;20.10.2021
10;2,6700;1,64000;0;0;31;257,5;7021;20.10.2021
10;2,4000;1,64000;0;0;107;239,7;7022;20.10.2021
10;2,2100;1,37000;0;0;154;194,3;7023;20.10.2021
10;2,1100;1,37000;0;0;133;111;7024;20.10.2021
10;2,2500;2,16000;0;0;170;9,5;7025;20.10.2021
10;2,6500;1,92000;0;0;195;0;7026;20.10.2021
10;3,0300;1,10000;0;0;215;0;7027;20.10.2021
10;2,9800;1,10000;0;0;232;0;7028;20.10.2021
10;2,8100;0,55000;0;0;258;0;7029;20.10.2021
10;2,5300;0,55000;0;0;349;0;7030;20.10.2021
10;2,0300;0,55000;0;0;423;0;7031;20.10.2021
10;1,5600;0,27000;0;0;471;0;7032;20.10.2021
10;1,3100;0,27000;0;0;513;0;7033;21.10.2021
10;1,2400;0,27000;0;0;549;0;7034;21.10.2021
10;1,2300;0,27000;0;0;587;0;7035;21.10.2021
10;1,2400;0,27000;0;0;869;0;7036;21.10.2021
10;1,3600;0,27000;0;0;1228;0;7037;21.10.2021
10;1,9300;0,27000;0;0;1359;0;7038;21.10.2021
10;2,4400;0,27000;0;0;1551;1,6;7039;21.10.2021
10;2,5500;0,79000;0;0;1591;31,7;7040;21.10.2021
10;2,5300;0,83000;0;0;1600;87,7;7041;21.10.2021
10;2,4700;1,71000;0;0;1662;114,9;7042;21.10.2021
10;2,4900;1,64000;0;0;2064;115,8;7043;21.10.2021
10;2,7200;2,19000;0;0;2293;205,3;7044;21.10.2021
10;2,6700;2,19000;0;0;2435;197,4;7045;21.10.2021
10;2,4000;1,92000;0;0;2430;192,6;7046;21.10.2021
10;2,2100;1,37000;0;0;2389;132,4;7047;21.10.2021
10;2,1100;1,10000;0;0;2210;91,6;7048;21.10.2021
10;2,2500;1,31000;0;0;2143;10,4;7049;21.10.2021
10;2,6500;1,64000;0;0;2356;0;7050;21.10.2021
10;3,0300;1,64000;0;0;2439;0;7051;21.10.2021
10;2,9800;1,10000;0;0;2399;0;7052;21.10.2021
10;2,8100;1,10000;0;0;2453;0;7053;21.10.2021
10;2,5300;0,55000;0;0;2410;0;7054;21.10.2021
10;2,0300;0,55000;0;0;2399;0;7055;21.10.2021
10;1,5600;0,27000;0;0;2330;0;7056;21.10.2021
10;1,3100;0,27000;0;0;2137;0;7057;22.10.2021
10;1,2400;0,27000;0;0;2066;0;7058;22.10.2021
10;1,2300;0,55000;0;0;1835;0;7059;22.10.2021
10;1,2400;0,30000;0;0;1284;0;7060;22.10.2021
10;1,3600;1,10000;0;0;1332;0;7061;22.10.2021
10;2,1000;1,64000;0;0;1184;0;7062;22.10.2021
10;2,6100;2,81000;0;0;1197;1,7;7063;22.10.2021
10;2,7200;2,81000;0;0;968;8,1;7064;22.10.2021
10;7,7000;2,53000;0;0;747;38,3;7065;22.10.2021
10;8,6300;2,05000;0;0;609;43,4;7066;22.10.2021
10;8,6500;1,77000;0;0;515;110,4;7067;22.10.2021
10;8,8800;2,37000;0;0;510;90,5;7068;22.10.2021
10;8,8200;2,91000;0;0;615;112;7069;22.10.2021
10;8,5600;2,05000;0;0;728;84,1;7070;22.10.2021
10;8,3700;1,49000;0;0;702;93,9;7071;22.10.2021
10;8,2700;1,49000;0;0;677;49,8;7072;22.10.2021
10;14,3800;2,05000;0;0;825;8,4;7073;22.10.2021
10;7,2500;2,32000;0;0;1034;0;7074;22.10.2021
10;6,4800;1,99000;0;0;1089;0;7075;22.10.2021
10;2,9800;1,41000;0;0;875;0;7076;22.10.2021
10;2,8100;1,10000;0;0;680;0;7077;22.10.2021
10;2,5300;0,55000;0;0;604;0;7078;22.10.2021
10;2,0300;0,55000;0;0;657;0;7079;22.10.2021
10;1,5600;0,27000;0;0;455;0;7080;22.10.2021
10;1,3100;0,27000;0;0;390;0;7081;23.10.2021
10;1,2400;0,27000;0;0;502;0;7082;23.10.2021
10;1,2300;0,55000;0;0;279;0;7083;23.10.2021
10;1,2400;0,55000;0;0;120;0;7084;23.10.2021
10;1,3600;1,10000;0;0;124;0;7085;23.10.2021
10;2,1000;1,64000;0;0;99;0;7086;23.10.2021
10;2,6100;2,81000;0;0;49;0,3;7087;23.10.2021
10;2,7200;2,81000;0;0;46;3,2;7088;23.10.2021
10;13,6700;2,53000;0;0;51;13,3;7089;23.10.2021
10;14,6000;2,05000;0;0;16;21,3;7090;23.10.2021
10;8,6500;1,77000;0;0;7;41,7;7091;23.10.2021
10;8,8800;2,37000;0;0;4;51,6;7092;23.10.2021
10;8,8200;2,91000;0;0;4;34,1;7093;23.10.2021
10;6,4000;2,05000;0;0;4;226,7;7094;23.10.2021
10;6,2200;1,49000;0;0;4;175;7095;23.10.2021
10;6,1100;1,49000;0;0;5;97,1;7096;23.10.2021
10;14,3800;2,05000;0;0;35;5,9;7097;23.10.2021
10;7,2500;2,32000;0;0;108;0;7098;23.10.2021
10;6,4800;1,99000;0;0;100;0;7099;23.10.2021
10;2,9800;1,41000;0;0;126;0;7100;23.10.2021
10;2,8100;1,10000;0;0;116;0;7101;23.10.2021
10;2,5300;0,55000;0;0;120;0;7102;23.10.2021
10;2,0300;0,55000;0;0;92;0;7103;23.10.2021
10;1,5600;0,27000;0;0;123;0;7104;23.10.2021
10;1,3100;0,27000;0;0;148;0;7105;24.10.2021
10;1,2400;0,27000;0;0;135;0;7106;24.10.2021
10;1,2300;0,55000;0;0;97;0;7107;24.10.2021
10;1,2400;0,55000;0;0;61;0;7108;24.10.2021
10;1,3600;1,10000;0;0;50;0;7109;24.10.2021
10;2,1000;1,64000;0;0;28;0;7110;24.10.2021
10;2,6100;2,81000;0;0;13;1,3;7111;24.10.2021
10;2,7200;2,81000;0;0;9;17,7;7112;24.10.2021
10;7,7000;2,53000;0;0;4;34,1;7113;24.10.2021
10;12,4500;2,05000;0;0;5;15;7114;24.10.2021
10;12,4700;1,77000;0;0;4;16,3;7115;24.10.2021
10;12,7000;2,37000;0;0;4;20,8;7116;24.10.2021
10;6,6700;2,91000;0;0;4;62,1;7117;24.10.2021
10;6,4000;2,14000;0;0;4;237,9;7118;24.10.2021
10;6,2200;1,40000;0;0;4;181;7119;24.10.2021
10;6,1100;1,49000;0;0;4;105,7;7120;24.10.2021
10;14,3800;2,05000;0;0;10;5,5;7121;24.10.2021
10;7,2500;2,32000;0;0;12;0;7122;24.10.2021
10;6,4800;1,99000;0;0;11;0;7123;24.10.2021
10;2,9800;1,41000;0;0;25;0;7124;24.10.2021
10;2,8100;1,10000;0;0;15;0;7125;24.10.2021
10;2,5300;0,55000;0;0;10;0;7126;24.10.2021
10;2,0300;0,55000;0;0;6;0;7127;24.10.2021
10;1,5600;0,27000;0;0;7;0;7128;24.10.2021
10;1,4100;0,27000;0;0;12;0;7129;25.10.2021
10;1,2700;0,27000;0;0;41;0;7130;25.10.2021
10;1,2400;0,55000;0;0;47;0;7131;25.10.2021
10;1,2300;0,55000;0;0;28;0;7132;25.10.2021
10;1,2500;1,10000;0;0;36;0;7133;25.10.2021
10;1,6100;1,64000;0;0;57;0;7134;25.10.2021
10;2,1000;2,81000;0;0;86;0,3;7135;25.10.2021
10;2,6100;2,81000;0;0;158;6,4;7136;25.10.2021
10;11,7200;2,53000;0;0;276;20;7137;25.10.2021
10;6,9200;2,05000;0;0;365;35,2;7138;25.10.2021
10;7,0400;1,77000;0;0;415;33,7;7139;25.10.2021
10;7,1700;2,37000;0;0;306;45;7140;25.10.2021
10;7,1100;2,91000;0;0;224;47,4;7141;25.10.2021
10;6,8900;2,05000;0;0;218;226;7142;25.10.2021
10;6,7100;1,49000;0;0;158;175,7;7143;25.10.2021
10;6,6800;1,49000;0;0;103;77,7;7144;25.10.2021
10;14,9900;2,05000;0;0;85;0,9;7145;25.10.2021
10;7,7900;2,32000;0;0;93;0;7146;25.10.2021
10;6,8400;1,99000;0;0;105;0;7147;25.10.2021
