Stromverbrauch in Watt
1,085687971
0,912446857
0,955199336
0,97667016
1,311690679
1,58476662
2,841178435
5,752704681
8,269006288
3,84497949
2,625369068
1,826043513
2,957443977
5,376810304
6,52296489
3,00542228
2,289981097
4,610871343
6,797421972
4,368847006
4,55108714
5,387996835
4,586875227
3,58946537
1,023390404
1,083756734
0,866839585
1,16755425
0,987566843
1,404813108
4,784861342
9,549810291
5,394698928
10,14311272
8,141988381
5,492650084
14,56949537
2,77709399
6,698726701
3,833029388
3,471865174
5,935343872
3,887903479
7,596910296
5,977953685
4,999407142
4,533272499
2,125845965
1,007441173
1,074928904
1,049005383
0,937218794
0,966162747
2,255983413
2,186518998
8,722686162
3,733059556
8,676335502
6,954761435
6,438222452
9,957645069
6,83469049
4,14004644
5,546677574
3,361264175
3,267215504
7,055786761
3,295621751
11,23999237
8,450122625
3,104937227
2,273211408
1,197128914
0,976890438
1,086698661
0,971181827
1,533870446
2,209178445
2,131742233
8,157526445
5,239733397
5,119041754
6,093126721
2,665574116
2,325550786
5,445635436
5,232137331
7,085097924
4,555152832
3,07915003
5,366633601
14,30093941
11,30499423
6,540868383
4,018123493
2,611987815
1,058584854
0,89731962
0,975824342
1,014263551
0,972427349
1,846077972
5,687262533
9,557953646
6,324738686
4,550207865
2,498778113
4,430121175
1,629277639
1,366426819
1,502147486
2,340557603
2,657318144
6,798609016
4,412895265
13,81957395
7,539633691
5,345528726
4,053361838
2,419217712
1,282193359
1,128170997
0,959627648
0,926229491
0,990380336
1,579404177
3,623650563
8,901898047
4,830196851
6,038512288
2,233144399
2,236242308
1,843559384
4,053034567
4,021886482
3,854413394
2,192153977
5,47944854
3,985954683
11,40855842
6,772218291
4,16778609
4,616463462
1,853093509
1,561165455
1,069404491
1,079506982
0,956592886
0,98920153
1,407315078
6,122145155
8,322019311
3,992861829
7,417503893
2,882809394
2,978577958
1,54694085
7,772617562
5,464488475
3,427358398
4,037972238
5,449662932
5,100594641
14,14637248
5,65365617
6,316350774
2,8369843
1,964159402
1,066558661
1,131436067
1,024476896
1,047846247
0,927581815
1,120244696
2,547446954
6,873153538
6,356044459
5,535702984
3,179633553
3,025375922
3,790760248
1,192249129
3,437203219
3,448919602
5,468018589
4,533889793
13,67934468
10,81288589
9,787492673
4,703006103
5,240544078
1,675597433
1,14923575
0,868073403
0,895671369
1,05131854
1,989987355
1,861328464
3,490951623
7,443654723
7,197343013
10,40935474
3,549369585
3,569049767
11,89012794
4,906687067
3,777785151
2,702165274
2,46581916
5,250438865
3,559677945
5,062086518
6,591891421
5,566514698
3,502172692
1,945227608
1,018946025
1,221750224
1,19787245
0,820218559
1,018762928
1,444253413
2,524570487
5,908400266
2,37354092
5,291540446
10,85269143
12,82898725
15,55471597
6,907300177
8,424755788
7,59299313
6,431404129
5,008654326
4,721527776
4,784824465
9,539508502
5,815113475
4,699834968
2,113602336
1,015772283
0,943563406
0,953240126
1,046329651
1,020396832
2,436765761
6,61752429
4,449207958
6,077784123
2,419710041
2,866703674
1,338842149
1,461005942
4,582964449
1,884627335
2,031887291
2,453968331
2,776984606
2,517477771
7,81883484
7,021006518
4,109225762
3,712670451
1,603202001
0,861146326
0,98070196
1,072637906
1,198915963
1,240798479
1,410386798
2,928933394
7,753974999
4,056703192
3,320837252
4,384133145
2,601587685
1,672331959
2,064892286
4,202614492
6,91159206
3,188407058
4,067355461
4,738702702
5,82276762
9,015828491
7,035156596
4,045827493
1,854245004
1,148757045
0,954651985
1,000767171
1,009162411
1,091986228
1,378372081
4,596583043
8,722867593
5,407071365
5,933669005
5,302659722
2,23819519
2,164877862
6,097272717
7,460783597
2,430533638
3,648083044
5,428456493
6,43275097
11,95329272
5,813037406
4,072216875
5,461209441
1,578229093
1,068528079
0,981240252
0,924416646
0,810086302
0,833031142
1,607914907
5,362353377
10,25509755
