datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2]
2015-01-01 00:00:00+01:00,4.8,984.0,210.0,2.9,6.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:15:00+01:00,4.8,984.0,210.0,2.9,6.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:30:00+01:00,4.8,984.0,210.9,2.9,6.0,82.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:45:00+01:00,4.9,984.0,212.9,3.0,6.0,82.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00+01:00,4.9,984.0,214.9,3.1,6.0,81.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:15:00+01:00,5.0,984.0,216.9,3.2,6.0,81.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:30:00+01:00,5.0,984.0,219.2,3.2,6.0,80.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:45:00+01:00,5.0,984.0,221.7,3.2,6.0,80.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00+01:00,5.1,984.0,224.2,3.3,6.0,80.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:15:00+01:00,5.1,984.0,226.7,3.3,6.0,80.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:30:00+01:00,5.1,984.0,229.3,3.3,6.0,80.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:45:00+01:00,5.1,984.0,232.0,3.4,6.0,80.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00+01:00,5.1,984.0,234.8,3.5,6.0,80.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:15:00+01:00,5.1,984.0,237.5,3.6,6.0,80.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:30:00+01:00,5.1,984.0,240.9,3.6,6.0,81.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:45:00+01:00,5.1,984.0,244.9,3.6,6.0,81.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00+01:00,5.0,984.0,248.9,3.7,6.0,81.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:15:00+01:00,5.0,984.0,252.9,3.7,6.0,81.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:30:00+01:00,5.0,984.1,259.3,3.7,6.1,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:45:00+01:00,4.9,984.4,268.6,3.7,6.4,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:00:00+01:00,4.8,984.6,277.8,3.7,6.6,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:15:00+01:00,4.7,984.9,287.1,3.7,6.9,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:30:00+01:00,4.7,985.0,292.5,3.6,6.8,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:45:00+01:00,4.6,985.0,293.5,3.5,6.3,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:00:00+01:00,4.6,985.0,294.5,3.3,5.8,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:15:00+01:00,4.5,985.0,295.5,3.2,5.3,82.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:30:00+01:00,4.4,985.0,296.2,3.1,5.0,81.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:45:00+01:00,4.2,985.0,296.7,3.1,5.0,81.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:00:00+01:00,4.1,985.0,297.2,3.1,5.0,80.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:15:00+01:00,3.9,985.0,297.7,3.1,5.0,80.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:30:00+01:00,3.8,985.2,298.2,3.1,5.0,79.9,0.2,0.9,0.0,0.0,0.0
2015-01-01 07:45:00+01:00,3.7,985.7,298.7,3.0,5.0,79.6,0.7,2.9,0.0,0.0,0.0
2015-01-01 08:00:00+01:00,3.6,986.2,299.2,2.9,5.0,79.4,1.2,4.9,1.0,0.0,0.0
2015-01-01 08:15:00+01:00,3.5,986.7,299.7,2.8,5.0,79.1,1.7,6.9,1.0,0.0,0.0
2015-01-01 08:30:00+01:00,3.5,987.1,297.4,2.9,5.0,78.7,5.0,12.3,7.7,7.5,11.3
2015-01-01 08:45:00+01:00,3.6,987.4,291.9,3.0,5.0,77.9,11.5,21.6,30.3,16.0,35.8
2015-01-01 09:00:00+01:00,3.8,987.6,286.4,3.1,5.0,77.1,18.0,30.8,55.6,25.4,61.9
2015-01-01 09:15:00+01:00,3.9,987.9,280.9,3.2,5.0,76.4,24.5,40.1,54.3,36.2,88.1
2015-01-01 09:30:00+01:00,4.0,988.1,277.5,3.1,5.0,75.8,27.4,49.4,63.8,57.6,113.7
2015-01-01 09:45:00+01:00,4.1,988.4,276.5,2.8,5.0,75.3,26.2,58.9,118.3,68.2,138.3
