datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2]
2015-01-01 00:00:00+01:00,-1.0,974.0,113.0,2.9,8.0,90.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:15:00+01:00,-1.0,974.0,113.0,2.9,8.0,90.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:30:00+01:00,-1.0,974.0,107.7,2.9,8.0,90.2,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:45:00+01:00,-1.0,974.0,96.5,2.8,8.0,90.7,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00+01:00,-0.9,974.0,85.3,2.7,8.0,91.2,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:15:00+01:00,-0.9,974.0,74.0,2.6,8.0,91.7,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:30:00+01:00,-0.9,974.0,64.1,2.4,8.0,92.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:45:00+01:00,-0.9,974.0,55.9,2.3,8.0,93.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00+01:00,-0.9,974.0,47.6,2.1,8.0,93.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:15:00+01:00,-0.9,974.0,39.4,2.0,8.0,94.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:30:00+01:00,-0.9,974.0,36.9,1.9,8.0,94.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:45:00+01:00,-0.9,974.0,40.9,1.9,8.0,94.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00+01:00,-0.9,974.0,44.9,1.8,8.0,94.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:15:00+01:00,-0.9,974.0,48.9,1.8,8.0,94.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:30:00+01:00,-0.9,974.0,52.1,1.8,8.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:45:00+01:00,-0.9,974.0,54.3,1.8,8.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00+01:00,-0.9,974.0,56.5,1.7,8.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:15:00+01:00,-0.9,974.0,58.8,1.7,8.0,94.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:30:00+01:00,-0.9,973.9,64.1,1.7,8.0,93.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:45:00+01:00,-0.9,973.6,72.8,1.7,8.0,93.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:00:00+01:00,-1.0,973.4,81.6,1.6,8.0,93.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:15:00+01:00,-1.0,973.1,90.3,1.6,8.0,93.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:30:00+01:00,-1.0,972.9,89.4,1.6,7.9,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:45:00+01:00,-1.0,972.6,77.4,1.5,7.6,93.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:00:00+01:00,-1.1,972.4,65.4,1.4,7.4,93.0,0.0,0.0,0.0,0.0,0.0
