datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2],synthetic global irradiance [W/m^2],synthetic diffuse irradiance [W/m^2],clear sky irradiance [W/m^2]
2015-01-01 00:00:00+01:00,-10.1,1016.0,110.0,3.9,0.0,87.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:15:00+01:00,-10.1,1016.0,110.0,3.9,0.0,87.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:30:00+01:00,-10.1,1016.0,110.0,3.9,0.0,86.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 00:45:00+01:00,-10.1,1016.0,110.0,4.0,0.0,86.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:00:00+01:00,-10.0,1016.0,110.0,4.0,0.0,85.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:15:00+01:00,-10.0,1016.0,110.0,4.1,0.0,85.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:30:00+01:00,-10.0,1016.0,110.0,4.1,0.0,84.7,0.0,0.0,0.0,0.0,0.0
2015-01-01 01:45:00+01:00,-10.1,1016.0,110.0,4.2,0.0,83.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:00:00+01:00,-10.2,1016.0,110.0,4.3,0.0,83.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:15:00+01:00,-10.3,1016.0,110.0,4.4,0.0,82.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:30:00+01:00,-10.5,1015.9,108.8,4.3,0.0,82.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 02:45:00+01:00,-10.7,1015.6,106.3,4.2,0.0,82.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:00:00+01:00,-10.9,1015.4,103.8,4.0,0.0,82.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:15:00+01:00,-11.1,1015.1,101.3,3.9,0.0,82.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:30:00+01:00,-11.3,1014.9,101.2,3.8,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 03:45:00+01:00,-11.4,1014.6,103.7,3.7,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:00:00+01:00,-11.6,1014.4,106.2,3.7,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:15:00+01:00,-11.7,1014.1,108.7,3.6,0.0,83.0,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:30:00+01:00,-11.8,1013.9,110.0,3.7,0.0,82.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 04:45:00+01:00,-11.9,1013.6,110.0,3.8,0.0,82.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:00:00+01:00,-11.9,1013.4,110.0,3.9,0.0,81.8,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:15:00+01:00,-12.0,1013.1,110.0,4.0,0.0,81.3,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:30:00+01:00,-12.0,1012.9,112.3,4.0,0.0,80.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 05:45:00+01:00,-11.9,1012.6,117.3,3.8,0.0,80.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:00:00+01:00,-11.9,1012.4,122.3,3.7,0.0,80.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:15:00+01:00,-11.8,1012.1,127.3,3.5,0.0,80.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:30:00+01:00,-11.8,1012.0,128.8,3.4,0.1,79.9,0.0,0.0,0.0,0.0,0.0
2015-01-01 06:45:00+01:00,-11.9,1012.0,126.3,3.3,0.4,79.6,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:00:00+01:00,-11.9,1012.0,123.8,3.3,0.6,79.4,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:15:00+01:00,-12.0,1012.0,121.3,3.2,0.9,79.1,0.0,0.0,0.0,0.0,0.0
2015-01-01 07:30:00+01:00,-12.0,1012.0,121.2,3.2,1.2,79.2,0.0,0.7,0.0,0.0,0.0
2015-01-01 07:45:00+01:00,-11.9,1012.0,123.7,3.2,1.7,79.7,0.0,2.2,0.0,0.0,0.0
2015-01-01 08:00:00+01:00,-11.8,1012.0,126.2,3.3,2.2,80.2,0.0,3.7,1.0,0.0,0.0
2015-01-01 08:15:00+01:00,-11.7,1012.0,128.7,3.3,2.7,80.7,0.0,5.2,0.6,0.2,0.7
2015-01-01 08:30:00+01:00,-11.5,1011.9,130.0,3.3,3.3,81.1,0.2,10.1,8.4,7.6,15.2
2015-01-01 08:45:00+01:00,-11.2,1011.6,130.0,3.3,4.1,81.4,0.7,18.8,14.0,13.7,37.4
2015-01-01 09:00:00+01:00,-10.9,1011.4,130.0,3.3,4.9,81.6,1.2,27.6,21.6,21.4,60.3
2015-01-01 09:15:00+01:00,-10.6,1011.1,130.0,3.3,5.6,81.9,1.7,36.3,36.0,35.1,83.0
2015-01-01 09:30:00+01:00,-10.3,1010.9,131.2,3.3,6.1,81.9,1.8,41.6,57.9,51.9,104.8
2015-01-01 09:45:00+01:00,-10.1,1010.6,133.7,3.3,6.4,81.6,1.3,42.8,56.4,51.2,125.5
2015-01-01 10:00:00+01:00,-9.9,1010.4,136.2,3.2,6.6,81.4,0.8,44.1,54.4,52.4,144.7
2015-01-01 10:15:00+01:00,-9.7,1010.1,138.7,3.2,6.9,81.1,0.3,45.3,43.0,42.8,162.2
2015-01-01 10:30:00+01:00,-9.5,1009.9,140.0,3.2,7.0,80.5,0.0,46.2,40.4,40.1,177.8
2015-01-01 10:45:00+01:00,-9.2,1009.6,140.0,3.2,7.0,79.5,0.0,46.7,46.3,44.7,191.4
2015-01-01 11:00:00+01:00,-8.9,1009.4,140.0,3.2,7.0,78.5,0.0,47.2,53.7,52.3,202.8
2015-01-01 11:15:00+01:00,-8.6,1009.1,140.0,3.2,7.0,77.5,0.0,47.7,48.6,47.8,211.9
