model,scenario,region,variable,unit,time,value
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-01,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-02,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-03,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-04,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-05,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-06,0.0
HiSim_simple_district,,AACHEN,BUI1_Building|OnOff|OpenWindow,timesteps,2021-01-07,0.0
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-01,1.5854166666666667
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-02,1.8888888888888888
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-03,1.8354166666666667
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-04,1.6083333333333334
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-05,1.4819444444444445
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-06,1.5770833333333334
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Any|NumberByResidents,-,2021-01-07,1.61875
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-01,201.97916666666666
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-02,248.33333333333334
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-03,243.4375
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-04,202.98611111111111
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-05,190.9375
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-06,198.19444444444446
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByResidents,W,2021-01-07,207.63888888888889
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-01,390.8878439011349
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-02,456.35555510091507
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-03,499.63227348473623
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-04,319.47666280111844
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-05,497.1799693060317
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-06,550.9800988750559
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Heating|HeatingByDevices,W,2021-01-07,570.8733508981273
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-01,592.3219289022105
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-02,586.2166662120262
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-03,710.5824531082013
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-04,439.97188034575197
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-05,657.5966359726983
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-06,926.8156774616156
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityOutput,W,2021-01-07,773.7350201288269
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-01,14215.726293653053
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-02,14069.199989088627
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-03,17053.978874596833
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-04,10559.325128298047
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-05,15782.31926334476
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-06,22243.576259078774
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|Electricity|ElectricityEnergyOutput,Wh,2021-01-07,18569.640483091847
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-01,265.0
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-02,412.6539632560832
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-03,537.2084571258091
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-04,418.46870619541534
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-05,418.63728397229613
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-06,477.73109070637975
HiSim_simple_district,,AACHEN,BUI1_UTSPConnector|WarmWater|WaterConsumption,L,2021-01-07,424.98015444565
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-01,131.07643184672315
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-02,970.917461839568
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-03,644.7751595442983
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-04,83.29807315073275
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-05,109.84713932968809
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-06,91.05180576826959
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricityOutput,W,2021-01-07,315.4208382000751
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricitityEnergyOutput,Wh,2021-01-01,3145.834364321356
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricitityEnergyOutput,Wh,2021-01-02,23302.01908414963
HiSim_simple_district,,AACHEN,BUI1_PVSystem|Electricity|ElectricitityEnergyOutput,Wh,2021-01-03,15474.60382906316
