datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2015-01-01 00:00:00+01:00,-5.7,924,50,4.0,8,98,0,0
2015-01-01 01:00:00+01:00,-5.8,924,50,3.6,8,98,0,0
2015-01-01 02:00:00+01:00,-5.9,924,60,4.9,8,98,0,0
2015-01-01 03:00:00+01:00,-5.9,924,70,4.4,8,97,0,0
2015-01-01 04:00:00+01:00,-5.8,924,50,4.0,8,97,0,0
2015-01-01 05:00:00+01:00,-5.7,924,50,4.8,8,97,0,0
2015-01-01 06:00:00+01:00,-5.7,924,60,4.3,8,96,0,0
2015-01-01 07:00:00+01:00,-5.7,924,60,4.0,8,96,0,0
2015-01-01 08:00:00+01:00,-5.7,925,60,4.3,8,96,0,8
2015-01-01 09:00:00+01:00,-5.7,925,50,4.1,8,96,0,30
2015-01-01 10:00:00+01:00,-5.7,925,60,4.6,7,96,0,52
2015-01-01 11:00:00+01:00,-5.7,926,60,4.5,8,96,0,45
2015-01-01 12:00:00+01:00,-5.7,926,50,3.2,7,96,2,94
2015-01-01 13:00:00+01:00,-5.8,926,50,3.3,7,96,2,82
2015-01-01 14:00:00+01:00,-5.8,926,60,3.6,8,96,1,56
2015-01-01 15:00:00+01:00,-5.9,927,40,4.0,7,96,0,9
2015-01-01 16:00:00+01:00,-5.9,928,50,4.8,7,96,0,0
2015-01-01 17:00:00+01:00,-6.0,929,50,4.5,8,96,0,0
2015-01-01 18:00:00+01:00,-5.9,929,40,4.6,8,96,0,0
2015-01-01 19:00:00+01:00,-5.9,929,50,3.7,8,96,0,0
2015-01-01 20:00:00+01:00,-5.9,929,50,3.2,8,96,0,0
2015-01-01 21:00:00+01:00,-5.9,930,20,3.5,8,96,0,0
2015-01-01 22:00:00+01:00,-5.8,931,20,3.5,8,96,0,0
2015-01-01 23:00:00+01:00,-5.9,932,60,2.9,8,96,0,0
2015-01-02 00:00:00+01:00,-5.8,932,23,1.9,8,96,0,0
2015-01-02 01:00:00+01:00,-5.6,933,22,2.0,8,96,0,0
2015-01-02 02:00:00+01:00,-5.5,933,350,3.0,8,96,0,0
2015-01-02 03:00:00+01:00,-5.6,934,350,3.8,7,95,0,0
2015-01-02 04:00:00+01:00,-5.6,935,350,4.4,8,95,0,0
2015-01-02 05:00:00+01:00,-5.5,936,350,3.8,7,95,0,0
2015-01-02 06:00:00+01:00,-5.6,936,340,4.0,8,94,0,0
2015-01-02 07:00:00+01:00,-5.8,937,340,4.1,8,94,0,0
2015-01-02 08:00:00+01:00,-6.0,939,340,4.5,8,94,0,8
