datetime,temperature [degC],pressure [hPa],wind direction [deg],wind speed [m/s],cloud coverage [1/8],humidity [%],direct irradiance [W/m^2],diffuse irradiance [W/m^2]
2015-01-01 00:00:00+01:00,2.8,930,223,5.7,8,96,0,0
2015-01-01 01:00:00+01:00,2.0,930,220,5.5,8,98,0,0
2015-01-01 02:00:00+01:00,1.3,930,219,5.5,8,99,0,0
2015-01-01 03:00:00+01:00,1.3,930,218,5.5,8,99,0,0
2015-01-01 04:00:00+01:00,1.2,929,218,5.4,8,99,0,0
2015-01-01 05:00:00+01:00,1.2,930,220,5.6,8,99,0,0
2015-01-01 06:00:00+01:00,1.0,930,220,4.7,8,99,0,0
2015-01-01 07:00:00+01:00,0.8,931,220,4.3,8,99,0,0
2015-01-01 08:00:00+01:00,0.8,931,220,4.3,8,99,0,0
2015-01-01 09:00:00+01:00,0.9,932,220,2.6,8,99,0,26
2015-01-01 10:00:00+01:00,1.0,933,220,2.4,8,99,0,21
2015-01-01 11:00:00+01:00,0.8,933,220,2.9,8,99,0,31
2015-01-01 12:00:00+01:00,1.0,934,230,3.2,8,99,0,56
2015-01-01 13:00:00+01:00,1.0,934,230,2.6,8,99,0,66
2015-01-01 14:00:00+01:00,0.8,934,220,2.9,7,99,0,45
2015-01-01 15:00:00+01:00,0.9,935,210,2.5,8,99,0,4
2015-01-01 16:00:00+01:00,0.7,936,230,2.2,8,99,0,0
2015-01-01 17:00:00+01:00,0.6,936,30,0.6,8,100,0,0
2015-01-01 18:00:00+01:00,0.3,937,220,0.7,6,100,0,0
2015-01-01 19:00:00+01:00,0.3,938,270,1.6,6,100,0,0
2015-01-01 20:00:00+01:00,-0.2,938,290,1.5,3,99,0,0
2015-01-01 21:00:00+01:00,-0.9,938,10,1.7,3,99,0,0
2015-01-01 22:00:00+01:00,-1.0,939,300,1.6,3,99,0,0
2015-01-01 23:00:00+01:00,-0.6,940,330,1.9,6,99,0,0
2015-01-02 00:00:00+01:00,-0.6,941,330,1.0,8,99,0,0
2015-01-02 01:00:00+01:00,-1.2,941,350,1.6,3,99,0,0
2015-01-02 02:00:00+01:00,-1.3,942,280,1.0,4,99,0,0
2015-01-02 03:00:00+01:00,-1.8,943,350,1.2,2,100,0,0
2015-01-02 04:00:00+01:00,-1.9,944,290,1.5,8,100,0,0
2015-01-02 05:00:00+01:00,-2.6,943,0,0.6,8,100,0,0
2015-01-02 06:00:00+01:00,-2.5,944,320,1.1,7,99,0,0
2015-01-02 07:00:00+01:00,-2.8,944,0,0.6,5,99,0,0
2015-01-02 08:00:00+01:00,-2.6,945,290,1.4,6,99,0,0
2015-01-02 09:00:00+01:00,-1.8,946,320,1.3,3,99,30,65
2015-01-02 10:00:00+01:00,0.7,947,230,1.4,0,99,57,109
2015-01-02 11:00:00+01:00,1.7,948,200,1.1,4,96,30,132
2015-01-02 12:00:00+01:00,0.9,948,30,1.4,6,96,0,80
2015-01-02 13:00:00+01:00,1.3,948,30,1.7,6,98,0,45
2015-01-02 14:00:00+01:00,1.1,949,360,1.6,7,98,0,30
2015-01-02 15:00:00+01:00,0.8,949,320,2.4,7,99,0,9
2015-01-02 16:00:00+01:00,0.4,950,70,1.7,6,100,0,0
2015-01-02 17:00:00+01:00,0.3,950,340,1.5,7,100,0,0
2015-01-02 18:00:00+01:00,0.5,951,350,4.1,8,100,0,0
2015-01-02 19:00:00+01:00,0.4,951,340,4.1,8,100,0,0
2015-01-02 20:00:00+01:00,0.4,952,330,4.8,7,100,0,0
2015-01-02 21:00:00+01:00,0.3,952,70,1.3,8,100,0,0
2015-01-02 22:00:00+01:00,0.3,952,330,1.6,8,100,0,0
2015-01-02 23:00:00+01:00,0.1,952,20,1.7,8,100,0,0
2015-01-03 00:00:00+01:00,0.1,952,40,1.9,8,99,0,0
2015-01-03 01:00:00+01:00,0.1,953,20,2.5,4,98,0,0
2015-01-03 02:00:00+01:00,-0.1,953,350,2.6,7,99,0,0
2015-01-03 03:00:00+01:00,-0.4,954,340,1.6,7,100,0,0
2015-01-03 04:00:00+01:00,-0.6,954,320,2.6,6,100,0,0
2015-01-03 05:00:00+01:00,-0.9,954,330,2.3,6,99,0,0
2015-01-03 06:00:00+01:00,-0.9,954,301,2.7,5,99,0,0
2015-01-03 07:00:00+01:00,-1.2,955,320,2.5,5,100,0,0
2015-01-03 08:00:00+01:00,-1.6,955,340,2.6,5,98,0,0
2015-01-03 09:00:00+01:00,-1.2,956,330,1.8,6,96,44,22
2015-01-03 10:00:00+01:00,-1.2,956,270,1.8,5,95,36,54
2015-01-03 11:00:00+01:00,-1.3,957,360,0.9,6,95,0,60
2015-01-03 12:00:00+01:00,-1.2,957,270,1.6,7,94,0,56
2015-01-03 13:00:00+01:00,-1.1,957,270,1.8,7,94,0,50
2015-01-03 14:00:00+01:00,-1.1,957,350,1.3,7,94,0,29
2015-01-03 15:00:00+01:00,-1.1,957,310,1.8,8,94,0,9
2015-01-03 16:00:00+01:00,-1.4,958,290,1.1,8,96,0,0
2015-01-03 17:00:00+01:00,-1.7,958,320,2.1,4,97,0,0
2015-01-03 18:00:00+01:00,-1.9,957,360,0.5,6,96,0,0
2015-01-03 19:00:00+01:00,-2.3,958,330,1.7,6,93,0,0
2015-01-03 20:00:00+01:00,-2.3,958,270,0.8,4,92,0,0
2015-01-03 21:00:00+01:00,-3.1,958,300,1.2,3,96,0,0
2015-01-03 22:00:00+01:00,-4.3,958,0,0.5,3,99,0,0
2015-01-03 23:00:00+01:00,-5.5,958,270,0.7,3,100,0,0
2015-01-04 00:00:00+01:00,-6.0,957,290,0.7,5,100,0,0
2015-01-04 01:00:00+01:00,-4.3,958,29,1.8,3,100,0,0
2015-01-04 02:00:00+01:00,-6.3,957,24,0.8,8,100,0,0
2015-01-04 03:00:00+01:00,-6.8,957,10,1.6,8,100,0,0
2015-01-04 04:00:00+01:00,-6.7,957,310,1.4,7,100,0,0
2015-01-04 05:00:00+01:00,-8.1,957,350,1.8,8,100,0,0
2015-01-04 06:00:00+01:00,-8.4,957,180,1.2,4,100,0,0
2015-01-04 07:00:00+01:00,-7.6,957,0,2.0,4,100,0,0
2015-01-04 08:00:00+01:00,-6.1,957,78,2.2,3,100,0,0
2015-01-04 09:00:00+01:00,-5.7,958,40,2.1,4,100,26,30
2015-01-04 10:00:00+01:00,-4.6,958,70,2.5,5,100,5,57
2015-01-04 11:00:00+01:00,-4.3,959,50,2.5,6,100,0,51
2015-01-04 12:00:00+01:00,-3.5,959,60,1.8,7,100,0,55
2015-01-04 13:00:00+01:00,-3.3,959,90,2.3,7,100,0,46
2015-01-04 14:00:00+01:00,-3.3,958,80,2.9,6,100,0,28
2015-01-04 15:00:00+01:00,-3.4,958,100,2.7,7,100,0,8
2015-01-04 16:00:00+01:00,-3.5,958,80,3.6,8,100,0,0
2015-01-04 17:00:00+01:00,-3.6,958,70,4.3,8,100,0,0
2015-01-04 18:00:00+01:00,-4.0,958,20,4.1,7,100,0,0
2015-01-04 19:00:00+01:00,-3.9,958,60,5.3,7,100,0,0
2015-01-04 20:00:00+01:00,-3.9,958,60,4.5,7,100,0,0
2015-01-04 21:00:00+01:00,-4.2,958,70,4.7,7,100,0,0
2015-01-04 22:00:00+01:00,-4.3,957,60,4.4,8,100,0,0
2015-01-04 23:00:00+01:00,-3.9,957,70,4.0,8,100,0,0
2015-01-05 00:00:00+01:00,-3.7,956,70,4.7,8,100,0,0
2015-01-05 01:00:00+01:00,-3.7,956,60,4.5,8,100,0,0
2015-01-05 02:00:00+01:00,-3.6,955,60,4.3,8,100,0,0
2015-01-05 03:00:00+01:00,-3.5,955,60,4.8,8,100,0,0
2015-01-05 04:00:00+01:00,-3.4,955,70,5.2,8,100,0,0
2015-01-05 05:00:00+01:00,-3.2,954,70,5.2,8,100,0,0
2015-01-05 06:00:00+01:00,-3.0,954,70,5.2,8,100,0,0
2015-01-05 07:00:00+01:00,-2.9,953,70,7.1,8,100,0,0
2015-01-05 08:00:00+01:00,-2.8,954,80,6.7,8,100,0,0
2015-01-05 09:00:00+01:00,-2.7,953,80,6.5,6,100,0,23
2015-01-05 10:00:00+01:00,-2.5,953,90,5.5,8,100,0,27
2015-01-05 11:00:00+01:00,-2.4,953,80,5.5,7,100,0,29
2015-01-05 12:00:00+01:00,-2.3,952,90,5.7,8,100,0,28
2015-01-05 13:00:00+01:00,-2.3,952,90,5.4,8,100,0,26
2015-01-05 14:00:00+01:00,-2.5,951,80,5.8,7,100,0,29
2015-01-05 15:00:00+01:00,-2.4,950,90,4.8,8,100,0,17
2015-01-05 16:00:00+01:00,-2.3,950,80,4.4,8,100,0,0
2015-01-05 17:00:00+01:00,-2.6,950,80,4.8,8,100,0,0
2015-01-05 18:00:00+01:00,-2.7,950,80,4.6,7,100,0,0
2015-01-05 19:00:00+01:00,-2.9,950,80,4.6,7,100,0,0
2015-01-05 20:00:00+01:00,-3.1,950,70,5.1,7,100,0,0
2015-01-05 21:00:00+01:00,-3.1,950,80,4.8,8,100,0,0
2015-01-05 22:00:00+01:00,-3.1,950,80,4.8,8,100,0,0
2015-01-05 23:00:00+01:00,-3.2,950,80,5.3,7,100,0,0
2015-01-06 00:00:00+01:00,-3.2,951,70,4.7,8,100,0,0
2015-01-06 01:00:00+01:00,-3.2,950,70,5.8,8,100,0,0
2015-01-06 02:00:00+01:00,-3.3,950,80,4.9,8,100,0,0
2015-01-06 03:00:00+01:00,-3.2,951,70,5.8,8,100,0,0
2015-01-06 04:00:00+01:00,-3.3,951,70,6.4,8,100,0,0
2015-01-06 05:00:00+01:00,-3.4,951,80,5.9,8,99,0,0
2015-01-06 06:00:00+01:00,-3.3,951,70,5.0,8,99,0,0
2015-01-06 07:00:00+01:00,-3.3,951,70,4.4,7,99,0,0
2015-01-06 08:00:00+01:00,-3.3,951,70,4.4,7,99,0,0
2015-01-06 09:00:00+01:00,-3.2,952,70,5.5,7,99,0,36
2015-01-06 10:00:00+01:00,-3.4,952,70,5.0,7,100,0,46
2015-01-06 11:00:00+01:00,-3.2,952,70,4.0,7,100,0,57
2015-01-06 12:00:00+01:00,-3.2,952,70,4.0,6,100,0,60
2015-01-06 13:00:00+01:00,-3.2,952,70,4.4,6,100,0,56
2015-01-06 14:00:00+01:00,-3.8,952,60,4.5,6,99,0,40
2015-01-06 15:00:00+01:00,-4.1,952,70,4.4,7,99,0,15
2015-01-06 16:00:00+01:00,-4.3,953,70,4.3,5,99,0,0
2015-01-06 17:00:00+01:00,-4.5,953,70,4.4,5,100,0,0
2015-01-06 18:00:00+01:00,-4.6,953,70,4.2,7,100,0,0
2015-01-06 19:00:00+01:00,-4.8,954,70,4.2,6,100,0,0
2015-01-06 20:00:00+01:00,-4.7,954,70,3.6,6,100,0,0
2015-01-06 21:00:00+01:00,-4.5,954,70,3.2,5,100,0,0
