Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,398308,-,-,-,41.41,2.14,0,242,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,GHI,DNI,Wind Speed,Temperature
2019,1,1,0,0,0,0,0,1.6,10.700000000000001
2019,1,1,0,15,0,0,0,1.6,10.9
2019,1,1,0,30,0,0,0,1.5,11
2019,1,1,0,45,0,0,0,1.5,11.100000000000001
2019,1,1,1,0,0,0,0,1.4000000000000001,11.200000000000001
2019,1,1,1,15,0,0,0,1.3,11.200000000000001
2019,1,1,1,30,0,0,0,1.3,11.200000000000001
2019,1,1,1,45,0,0,0,1.2000000000000002,11.200000000000001
2019,1,1,2,0,0,0,0,1.1,11.3
2019,1,1,2,15,0,0,0,1.1,11.200000000000001
2019,1,1,2,30,0,0,0,1.1,11.100000000000001
2019,1,1,2,45,0,0,0,1.1,11
2019,1,1,3,0,0,0,0,1.1,10.9
2019,1,1,3,15,0,0,0,1.2000000000000002,10.700000000000001
2019,1,1,3,30,0,0,0,1.2000000000000002,10.5
2019,1,1,3,45,0,0,0,1.3,10.3
2019,1,1,4,0,0,0,0,1.3,10.200000000000001
2019,1,1,4,15,0,0,0,1.4000000000000001,10
2019,1,1,4,30,0,0,0,1.4000000000000001,9.8
2019,1,1,4,45,0,0,0,1.4000000000000001,9.600000000000001
2019,1,1,5,0,0,0,0,1.5,9.4
2019,1,1,5,15,0,0,0,1.5,9.3
2019,1,1,5,30,0,0,0,1.5,9.200000000000001
2019,1,1,5,45,0,0,0,1.5,9.200000000000001
2019,1,1,6,0,0,0,0,1.5,9.1
2019,1,1,6,15,0,0,0,1.5,9
2019,1,1,6,30,0,0,0,1.5,9
2019,1,1,6,45,0,0,0,1.5,9
2019,1,1,7,0,0,0,0,1.5,9
2019,1,1,7,15,0,0,0,1.5,9.4
2019,1,1,7,30,13,16,145,1.5,9.8
2019,1,1,7,45,23,41,275,1.5,10.100000000000001
2019,1,1,8,0,32,72,390,1.4000000000000001,10.5
2019,1,1,8,15,40,107,479,1.6,10.9
2019,1,1,8,30,46,143,550,1.7000000000000002,11.3
2019,1,1,8,45,52,177,601,1.9000000000000001,11.700000000000001
2019,1,1,9,0,56,212,647,2,12.200000000000001
2019,1,1,9,15,108,148,147,2.1,12.4
2019,1,1,9,30,121,170,165,2.1,12.600000000000001
2019,1,1,9,45,132,192,184,2.2,12.700000000000001
2019,1,1,10,0,142,211,199,2.2,12.9
