,electric_loadprofile,weather_region,weather_type,weather_year,p_pv,p_chp,e_bat,production_sum [kWh],consumption_sum [kWh],battery_discharge [kWh],battery_charge [kWh],grid_feed [kWh],grid_supply [kWh],autarkiegrad,eigenverbrauch
0,LP_Ö_Büro_m,4,a,2015,0.75,0,1.75,706.9726875,999.99997925,198.78233579784225,259.3220773614222,81.03563763204346,434.6026709456234,0.5653973200363709,0.8853765653683143
0,LP_W_EFH_WP025,4,a,2015,0.1,0,1.5,94.263025,999.9964499999998,2.998685083288016,3.854556235569996,0.013725,906.603021152282,0.0933937603955672,0.9998543967796494
0,LP_L2,4,a,2015,0.5,0,2.5,471.315125,1011.162,119.41575428646514,147.59126341992908,0.183125,568.205509133464,0.4380667893636588,0.9996114595303938
0,LP_W_MFH_g_WP050,4,a,2015,2.25,0,0.15,2120.9180625,1000.0001499999998,50.51632955495975,59.85065823740113,1685.89195526944,574.3083714518815,0.4256917146943612,0.2051121704898771
0,LP_WP,4,a,2015,1.25,0,2.0,1178.2878125,999.9999865,181.00878977810623,236.90705583848788,703.5691531804015,581.179593240783,0.4188203989132924,0.4028885424117026
0,LP_W_W_WP075,4,a,2015,0.25,0,1.75,235.6575625,999.999575,84.77037923128464,104.8400060595306,2.01941288709208,786.4310522153382,0.2135686135513224,0.991430731669848
0,LP_G5,4,a,2015,0.0,0,1.25,0.0,995.44725,0.0,0.0,-0.0,995.44725,0.0,
0,LP_W_MFH_k_WP025,4,a,2015,0.75,0,0.2,706.9726875,999.9975,56.83067385817568,68.06742597428489,335.3221704384915,639.5837350546008,0.3604146659820642,0.5256928925723293
0,LP_W_EFH_WP075,4,a,2015,0.75,0,2.5,706.9726875,1000.006775,164.90845457487524,222.30368172706383,247.03050438488148,597.4598190370701,0.4025442287257803,0.6505798473510598
0,LP_W_MFH_m,4,a,2015,2.0,0,1.5,1885.2605,999.9999775,319.00483854138207,442.9161526281275,1023.8286202927248,262.4794118794702,0.7375205822147429,0.4569298936180306
0,LP_G_MV,4,a,2015,0.15,0,0.2,141.3945375,999.9999935,5.585410645875763,7.028784342117442,0.4292997025001316,860.4781293987417,0.1395218650081504,0.9969638169190224
0,LP_W_MFH_g_WP025,4,a,2015,1.0,0,0.0,942.63025,999.999975,0.0,0.0,600.4944,657.864125,0.3421358585533965,0.3629586998719805
0,LP_G_G,4,a,2015,0.2,0,0.5,188.52605000000003,1000.0000229999998,8.617634911682984,10.790713502071393,0.027281,813.6743325903883,0.1863256861241208,0.9998552932074904
0,LP_W_MFH_m_WP025,4,a,2015,1.5,0,0.5,1413.945375,1000.00095,138.10261673563747,168.91100542518006,871.3373675294115,488.20133121895407,0.5117991325718699,0.3837545757173176
0,LP_G4,4,a,2015,0.5,0,0.05,471.315125,997.733,14.038477026700363,16.58215291117301,107.52291075936805,636.4844616438407,0.3620693495716381,0.7718661993727275
0,LP_Ö_Schule_k,4,a,2015,0.05,0,2.5,47.13151250000001,1000.00019675,0.0021028790337995,0.00435825,0.0003644999999999,952.871304120966,0.0471288833564261,0.9999922663207552
0,LP_G3,4,a,2015,0.75,0,1.0,706.9726875,1006.41775,175.74558832917896,224.80232909463007,116.42723394616016,464.9290372116113,0.5380357339567876,0.8353157964873146
0,LP_Ö_Schule_g,4,a,2015,2.25,0,0.2,2120.9180625,999.99992825,63.65379293600633,76.27787281545524,1549.0881810829706,440.7941267124199,0.5592058416605993,0.2696143201039052
0,LP_G6,4,a,2015,0.05,0,1.75,47.13151250000001,1018.281,0.0,0.0,-0.0,971.1494875,0.0462853696572949,1.0
0,LP_W_EFH,4,a,2015,0.05,0,2.25,47.13151250000001,1000.0055,0.0210171155703887,0.0287728968313371,0.0004375,952.8821807812608,0.0471230600419088,0.9999907174631836
0,LP_W_W,4,a,2015,0.75,0,0.5,706.9726875,1000.007,124.98624283863958,157.63096479167956,288.38541725264326,614.0644517056833,0.3859398467153896,0.5920840757336283
0,LP_G_MV,4,a,2015,2.5,0,0.0,2356.575625,999.9999935,0.0,0.0,1789.8366685,433.261037,0.5667389601838031,0.2404925819004853
0,LP_W_EFH_WP025,4,a,2015,2.5,0,0.0,2356.575625,999.9964499999998,0.0,0.0,1971.767175,615.188,0.3848098160748469,0.1632913647742579
0,LP_W_MFH_k_WP075,4,a,2015,0.0,0,1.25,0.0,1000.000175,0.0,0.0,-0.0,1000.000175,0.0,
0,LP_G1,4,a,2015,0.5,0,2.0,471.315125,983.74625,73.59224079249535,99.2825395713108,28.945518631035256,567.0669424098506,0.4235638078316938,0.9385856360305956
0,LP_W_EFH,4,a,2015,2.0,0,0.1,1885.2605,1000.0055,38.20282936905032,45.22294209073802,1463.8026883588186,585.5678010805065,0.4144354195246861,0.2235541516099135
0,LP_W_W,4,a,2015,0.5,0,1.75,471.315125,1000.007,176.76183756326466,221.65024206354573,26.425333437569524,600.0056129378505,0.3999985870720399,0.9439327701660974
0,LP_W_EFH,4,a,2015,2.25,0,2.25,2120.9180625,1000.0055,374.08991631490267,562.1465180902231,1174.4185869238747,241.56262619919556,0.7584387023879413,0.4462687608310777
0,LP_W_MFH_k_WP025,4,a,2015,2.5,0,0.1,2356.575625,999.9975,36.897820742722175,43.61311099236417,1907.8852956514547,558.0224609010965,0.4419761440392636,0.1903992914925211
0,LP_G2,4,a,2015,1.75,0,1.0,1649.6029374999998,1005.842,244.53188885713237,313.50142437300667,873.3059538524029,298.5145518682772,0.7032192413239086,0.4705962665319253
0,LP_W_MFH_k_WP075,4,a,2015,2.0,0,0.25,1885.2605,1000.000175,80.2589257107954,96.8188048962148,1463.547072793852,594.8466269792714,0.40515347711887,0.2236897379466381
0,LP_W_MFH_m_WP025,4,a,2015,1.75,0,0.5,1649.6029374999998,1000.00095,142.99189936424096,174.48183136579806,1089.1611536088756,471.0490981104325,0.5289513493857856,0.3397434444075875
0,LP_G0,4,a,2015,2.0,0,0.5,1885.2605,997.58425,140.6525818132575,173.71357198283215,1177.0876017467422,322.472341916317,0.6767467590668987,0.3756366286002692
0,LP_G1,4,a,2015,0.15,0,0.5,141.3945375,983.74625,15.417113984445844,19.29294874257407,0.5341288835302211,846.7616761416583,0.1392478739902101,0.9962224220753207
0,LP_W_MFH_k_WP075,4,a,2015,2.0,0,1.75,1885.2605,1000.000175,212.91883671866088,300.57689899141644,1259.77375556697,462.1714928397256,0.5378285880402716,0.3317773561972099
0,LP_WP,4,a,2015,0.25,0,0.5,235.6575625,999.9999865,78.66276965607642,94.4427497753918,51.68862570601041,831.8110298253257,0.1681889589452253,0.7806621389202801
0,LP_W_MFH_g_WP075,4,a,2015,1.25,0,2.5,1178.2878125,999.998975,202.41529301204991,281.0421257267519,609.3482858341058,509.6862810488077,0.4903131965222187,0.4828527636713497
0,LP_G5,4,a,2015,2.0,0,1.5,1885.2605,995.44725,296.81892259685134,428.5850906969885,1011.4620687144046,253.41498681454175,0.7454260014133931,0.4634894919219892
0,LP_W_W,4,a,2015,0.05,0,0.75,47.13151250000001,1000.007,0.0158760010261639,0.0286125,0.0015124999999999,952.8897364989738,0.0471169336824904,0.9999679089441488
0,LP_W_EFH_WP050,4,a,2015,0.1,0,0.05,94.263025,1000.0043,6.165350553597835,7.387268755994321,3.227400742500928,910.1905939448974,0.0898133198578272,0.9657617528983296
0,LP_G4,4,a,2015,1.5,0,1.25,1413.945375,997.733,234.70634664165328,332.153614181137,587.1288925201296,268.3637850596134,0.7310264519068594,0.5847584334577779
0,LP_L0,4,a,2015,0.1,0,2.0,94.263025,1011.2155,0.0,0.0,-0.0,916.952475,0.0932175436393133,1.0
0,LP_W_MFH_m_WP075,4,a,2015,0.75,0,0.2,706.9726875,1000.0004250000002,56.23170312727532,67.71173935192034,397.6485038825063,702.1562776071513,0.2978440208091399,0.4375334282167636
0,LP_W_W_WP025,4,a,2015,0.2,0,1.5,188.52605000000003,999.9893,38.34632076438315,46.97483406884384,0.0580500000000002,820.1498133044607,0.1798414109986369,0.9996920849930288
0,LP_W_EFH_WP075,4,a,2015,1.75,0,1.0,1649.6029374999998,1000.006775,178.18907393270524,241.68312601097315,1096.4361336830152,510.3340232612832,0.4896694342282999,0.3353333043012871
0,LP_L2,4,a,2015,0.75,0,1.75,706.9726875,1011.162,220.45587468718867,281.35757945301043,49.22866491928247,414.31968218510417,0.590253903741335,0.9303669494031443
0,LP_L2,4,a,2015,2.5,0,1.75,2356.575625,1011.162,331.4977967592711,485.6827605956191,1375.0275882952676,183.79892713161564,0.8182299897230951,0.4165145503042077
0,LP_WP,4,a,2015,2.25,0,2.25,2120.9180625,999.9999865,236.02844235909333,331.257430085708,1498.8945850106838,473.2054967372985,0.5267944968744273,0.293280296154447
0,LP_W_MFH_m,4,a,2015,2.25,0,1.25,2120.9180625,999.9999775,304.29285425544515,405.8331645622426,1288.2844436777652,268.9066689845628,0.7310933249650371,0.392581700134507
0,LP_W_MFH_k_WP050,4,a,2015,1.25,0,1.25,1178.2878125,1000.001075,205.67400141983865,295.0504055969554,560.0033519696944,471.0930186468111,0.5289074877776395,0.5247312702135799
0,LP_W_MFH_g_WP075,4,a,2015,0.1,0,1.5,94.263025,999.998975,15.57456802135342,18.96444267532647,0.022125,909.147949653973,0.0908511184684234,0.9997652844262106
0,LP_W_MFH_k_WP050,4,a,2015,2.0,0,1.25,1885.2605,1000.001075,235.81125816746584,331.0882660791026,1192.7743033746594,402.79188628629606,0.5972085467145162,0.3673159208636369
0,LP_G_MH,4,a,2015,0.5,0,1.0,471.315125,1000.0001844999998,63.35370106805584,83.91578802878071,22.57357367555152,571.8207201362763,0.4281793853646269,0.9521051362916656
