,electric_loadprofile,weather_region,weather_type,weather_year,p_pv,p_chp,e_bat,production_sum [kWh],consumption_sum [kWh],battery_discharge [kWh],battery_charge [kWh],grid_feed [kWh],grid_supply [kWh],autarkiegrad,eigenverbrauch
0,LP_W_EFH,4,a,2015,0.2,0,1.0,188.52605000000003,1000.0055,23.83157972384957,29.753274933690104,0.0632000000000001,817.4643452098404,0.1825401508193299,0.9996647678132544
0,LP_W_W_WP075,4,a,2015,0.05,0,0.25,47.13151250000001,999.999575,5.9756169605293215,7.314885770523127,0.0076,954.2149313099936,0.045784663148488,0.99983874907473
0,LP_W_MFH_g_WP050,4,a,2015,2.0,0,0.0,1885.2605,1000.0001499999998,0.0,0.0,1518.7329499999996,633.4726,0.3665274950208756,0.1944174558370052
0,LP_W_MFH_g,4,a,2015,0.1,0,0.5,94.263025,1000.0000049999998,0.0402580952813365,0.070225,0.00149,905.7684369047188,0.0942315676241231,0.999984193165878
0,LP_G_G,4,a,2015,1.5,0,1.0,1413.945375,1000.0000229999998,227.9547170186724,304.35617599949813,669.8930215807154,332.349128561541,0.6676508790824888,0.5262242563078398
0,LP_WP,4,a,2015,0.0,0,0.25,0.0,999.9999865,0.0,0.0,-0.0,999.9999865,0.0,
0,LP_G_MH,4,a,2015,2.0,0,0.0,1885.2605,1000.0001844999998,0.0,0.0,1290.09057725,404.83026175,0.5951698129411694,0.3156963840010439
0,LP_Ö_Büro_k,4,a,2015,0.5,0,1.25,471.315125,999.9997444999998,132.4993275667287,166.46741949347577,29.048521213387914,591.7012326401351,0.4082986161801611,0.9383670931133646
0,LP_G2,4,a,2015,0.25,0,0.25,235.6575625,1005.842,6.976177139087484,9.668280945790851,0.2060797904782081,773.0826210971816,0.231407496309379,0.9991255116606826
0,LP_L0,4,a,2015,0.05,0,0.15,47.13151250000001,1011.2155,0.0,0.0,-0.0,964.0839875,0.0466087718196566,1.0
0,LP_W_MFH_g_WP075,4,a,2015,0.5,0,1.75,471.315125,999.998975,130.4399922896119,170.1637812828913,96.12529138127044,664.5329303745499,0.3354663884784983,0.7960487871436962
0,LP_W_W,4,a,2015,0.2,0,2.5,188.52605000000003,1000.007,35.50042544418744,43.76200921807634,0.0590000000000001,819.8015337738889,0.1802042047966775,0.9996870459016142
0,LP_W_MFH_m_WP050,4,a,2015,0.75,0,0.5,706.9726875,999.999775,109.71815762966672,137.83258505017542,288.2993584002645,609.4408733207731,0.3905589895549994,0.5922058044140998
0,LP_G6,4,a,2015,1.75,0,2.0,1649.6029374999998,1018.281,313.3461312512344,458.20624275724725,720.3127385032033,233.8509125092164,0.7703473672697257,0.5633417459871592
0,LP_G_MV,4,a,2015,0.75,0,1.5,706.9726875,999.9999935,157.38706381055644,212.80034132087576,79.33133040011249,427.7719139104318,0.5722280833090506,0.8877872769305356
0,LP_G0,4,a,2015,1.75,0,2.25,1649.6029374999998,997.58425,267.3930056677769,414.03346881931935,714.0859381605541,208.70771381209667,0.7907868795922783,0.5671164727417599
0,LP_G5,4,a,2015,0.2,0,1.0,188.52605000000003,995.44725,9.805637202329564,12.551389225083671,0.0368000000000001,809.703752022754,0.1865930093003381,0.9998048015115152
0,LP_G2,4,a,2015,0.2,0,2.25,188.52605000000003,1005.842,0.831442628149043,1.310424331130679,0.0256000000000001,817.8205317029817,0.1869294265868976,0.9998642097471412
0,LP_W_MFH_g_WP050,4,a,2015,1.75,0,0.25,1649.6029374999998,1000.0001499999998,77.80959925343214,92.88389652847764,1200.4619946373748,565.9335044124206,0.4340665804775923,0.2722721526813631
0,LP_L1,4,a,2015,0.15,0,0.1,141.3945375,1011.16925,1.6305134941771249,2.1401290181965957,0.0098374999999999,870.2941655240194,0.1393189957823387,0.9999304251764324
0,LP_Ö_Schule_k,4,a,2015,0.15,0,0.5,141.3945375,1000.00019675,13.41731230406973,16.54512342501573,0.0261207499999999,861.759591120946,0.1382405784302203,0.9998152633725332
0,LP_W_EFH_WP075,4,a,2015,0.25,0,2.25,235.6575625,1000.006775,79.89681490018486,99.11991572153046,1.7018873839789903,785.2742007053245,0.214731119491341,0.9927781338060008
0,LP_G_G,4,a,2015,2.25,0,0.2,2120.9180625,1000.0000229999998,65.23044049600291,77.54987116303849,1570.5025052777282,461.903896444764,0.5380961141790254,0.2595175961552601
0,LP_W_MFH_g_WP050,4,a,2015,0.75,0,0.1,706.9726875,1000.0001499999998,30.014067125318377,35.62213385660812,388.026138071227,686.6616673025168,0.3133384356967177,0.4511440895356696
0,LP_G0,4,a,2015,0.75,0,0.5,706.9726875,997.58425,101.85633960059226,128.05986559909172,160.75352854436662,477.5686170428661,0.5212749028035817,0.7726170594894918
0,LP_Ö_Schule_k,4,a,2015,2.25,0,1.25,2120.9180625,1000.00019675,221.23298813001296,319.4338044983653,1330.0428798101923,307.32583042854503,0.6926742300378003,0.3728928508240319
0,LP_G3,4,a,2015,0.15,0,0.0,141.3945375,1006.41775,0.0,0.0,0.1793124999999998,865.202525,0.140314720204408,0.9987318286606368
0,LP_W_EFH_WP050,4,a,2015,0.0,0,0.5,0.0,1000.0043,0.0,0.0,-0.0,1000.0043,0.0,
0,LP_G5,4,a,2015,0.05,0,0.75,47.13151250000001,995.44725,0.0,0.0,-0.0,948.3157375,0.0473470718815085,1.0
0,LP_G2,4,a,2015,1.5,0,0.05,1413.945375,1005.842,19.0904293259545,22.53547095643744,942.2859040435624,537.6275706740455,0.4654950074921851,0.3335768688775813
0,LP_G6,4,a,2015,2.25,0,2.5,2120.9180625,1018.281,341.65678654967627,533.3270991934266,1095.7073582316243,184.74060837537488,0.8185760037009677,0.483380627660799
0,LP_G5,4,a,2015,0.15,0,0.5,141.3945375,995.44725,2.9234559745557163,3.772431266019708,0.0124374999999999,854.9141252914641,0.1411758631193526,0.9999120369130244
0,LP_Ö_Schule_k,4,a,2015,2.0,0,1.25,1885.2605,1000.00019675,213.9720332561762,310.3669792341185,1115.4864723102592,326.6211150382017,0.67337894922449,0.4083117572822116
0,LP_W_MFH_g_WP025,4,a,2015,0.0,0,0.1,0.0,999.999975,0.0,0.0,-0.0,999.999975,0.0,
0,LP_G4,4,a,2015,0.25,0,2.25,235.6575625,997.733,13.28725963286882,16.57064441652814,0.0355625,765.3943847836591,0.2328665236253996,0.999849092472897
0,LP_G6,4,a,2015,0.1,0,0.1,94.263025,1018.281,0.0,0.0,-0.0,924.017975,0.09257073931459,1.0
0,LP_W_MFH_k_WP050,4,a,2015,0.05,0,2.25,47.13151250000001,1000.001075,0.3097061743963011,0.4262875000000001,0.0034,952.9895438256036,0.0470114806370547,0.9999278614281688
0,LP_G3,4,a,2015,0.2,0,2.0,188.52605000000003,1006.41775,2.472503780966304,3.3819336883289157,0.0263500000000001,818.8274799073628,0.1863940397440696,0.9998602315170768
0,LP_L2,4,a,2015,0.1,0,1.0,94.263025,1011.162,0.0,0.0,-0.0,916.898975,0.093222475725947,1.0
0,LP_G0,4,a,2015,2.5,0,1.5,2356.575625,997.58425,269.9757910435052,398.25962794912135,1404.3402702307185,173.6327321363346,0.8259467988429704,0.4040758737667421
0,LP_W_MFH_m_WP075,4,a,2015,0.2,0,1.75,188.52605000000003,1000.0004250000002,55.507012902833694,68.33567028947783,0.08385,824.3868823866442,0.175613467977632,0.9995552338788192
0,LP_G1,4,a,2015,1.0,0,0.75,942.63025,983.74625,106.77750218299828,159.35168079562396,275.201402129227,368.8915807418527,0.6250134821435379,0.7080494688885415
0,LP_G0,4,a,2015,1.25,0,0.25,1178.2878125,997.58425,71.83027737048907,86.084900775581,607.9096317083528,441.4606926134447,0.5574702661820847,0.4840737337183034
0,LP_G6,4,a,2015,0.2,0,0.15,188.52605000000003,1018.281,0.5661507478199115,0.8576951782658576,0.01845,830.064944430446,0.1848370494682253,0.99990213554042
0,LP_Ö_Schule_g,4,a,2015,2.25,0,0.25,2120.9180625,999.99992825,77.05790602852764,93.19668564565508,1532.1708763058996,427.3915216730271,0.572608447661629,0.2775907266781082
0,LP_W_W,4,a,2015,0.1,0,2.25,94.263025,1000.007,3.927191583237077,5.010055428142114,0.01675,906.8435888449052,0.0931627590157816,0.9998223057237978
0,LP_W_MFH_g,4,a,2015,2.25,0,0.1,2120.9180625,1000.0000049999998,35.73913728851193,42.26716699776362,1647.4156557477024,533.0256279569543,0.4669743747081737,0.2232535122993689
0,LP_W_EFH_WP050,4,a,2015,0.5,0,0.15,471.315125,1000.0043,41.402494683878174,49.66670191654271,191.69587996386028,728.6492621965247,0.2713538709818301,0.5932744998076176
0,LP_G4,4,a,2015,0.05,0,0.15,47.13151250000001,997.733,0.0,0.0,-0.0,950.6014875,0.0472386024116672,1.0
0,LP_Ö_Schule_k,4,a,2015,0.2,0,2.25,188.52605000000003,1000.00019675,26.68318345701416,32.89062658180457,0.0451245000000001,817.7267143747903,0.1822734465129092,0.9997606458099556
0,LP_G_MH,4,a,2015,2.25,0,1.75,2120.9180625,1000.0001844999998,220.85058220001952,344.7385660333228,1166.8643544238985,169.83446025720198,0.8301655710772502,0.4498305356273524
0,LP_G_G,4,a,2015,1.5,0,1.25,1413.945375,1000.0000229999998,259.65139227410907,359.9223013274462,614.3469779279873,300.6725349813245,0.6993274719341436,0.5655086902292903
0,LP_W_EFH_WP075,4,a,2015,1.5,0,0.1,1413.945375,1000.006775,36.61076515560658,43.46247663337151,1071.6816913396822,664.5948028174473,0.3354096997818367,0.2420628757743331
0,LP_G0,4,a,2015,0.25,0,0.75,235.6575625,997.58425,11.68498276569684,14.526871051761615,0.0285,764.7970757860647,0.2333508916303913,0.9998790618060476
0,LP_G5,4,a,2015,1.75,0,0.05,1649.6029374999998,995.44725,18.16637504964592,21.44130160729272,1193.7697849428082,542.8890240004549,0.4546280337803385,0.2763290136037307
0,LP_Ö_Büro_m,4,a,2015,0.75,0,2.25,706.9726875,999.99997925,206.65311399225268,269.25240372088507,71.11076630378024,426.7373477824127,0.5732626433627873,0.8994151152355794
0,LP_W_MFH_m_WP075,4,a,2015,0.15,0,1.5,141.3945375,1000.0004250000002,35.17418024071938,42.90886429808128,0.0475624999999999,866.388134057362,0.1336122341574386,0.9996636185467914
0,LP_W_W_WP050,4,a,2015,0.15,0,2.5,141.3945375,999.9993,28.39837489916203,34.5860923295376,0.0429499999999999,864.8354299303755,0.1351639646843997,0.999696240033318
0,LP_W_MFH_k_WP075,4,a,2015,0.15,0,0.5,141.3945375,1000.000175,36.66730526848996,44.77307715507078,0.1826472160850605,866.894056602666,0.1331060951037673,0.9987082441845744
0,LP_L2,4,a,2015,0.1,0,0.25,94.263025,1011.162,0.0,0.0,-0.0,916.898975,0.093222475725947,1.0
0,LP_G_MV,4,a,2015,1.25,0,2.25,1178.2878125,999.9999935,236.6277915551333,345.6775539948766,345.1538299412485,275.9157733809916,0.7240842248255559,0.7070717134815069
0,LP_Ö_Schule_g,4,a,2015,2.5,0,0.75,2356.575625,999.99992825,170.2178791088708,228.2477501349578,1621.6354054931053,323.0895797691926,0.6769103970491284,0.3118678695095536
0,LP_G0,4,a,2015,0.1,0,0.25,94.263025,997.58425,0.0037834677389029,0.006825,-0.0,903.3242665322608,0.0944882434418336,1.0
0,LP_G6,4,a,2015,0.75,0,0.15,706.9726875,1018.281,42.44627680265377,50.54570992616702,273.710934214388,593.1186798379013,0.4175294640301633,0.6128408649246609
0,LP_L1,4,a,2015,1.25,0,1.5,1178.2878125,1011.16925,284.3106854617029,388.695846888094,387.64406107986906,324.9106600062602,0.678678262806884,0.6710107182918273
0,LP_W_MFH_g_WP050,4,a,2015,0.15,0,0.0,141.3945375,1000.0001499999998,0.0,0.0,18.4855,877.0911124999999,0.1229090190636471,0.8692629833737389
0,LP_G3,4,a,2015,0.75,0,1.75,706.9726875,1006.41775,224.80347968117584,286.5451593007742,54.67926711072166,415.86600923032,0.5867858955882684,0.9226571718009664
0,LP_G1,4,a,2015,0.05,0,0.25,47.13151250000001,983.74625,0.8320014636559251,1.058442984825371,0.0032,936.8443790211694,0.0476767977299335,0.9999321048735704
0,LP_Ö_Büro_k,4,a,2015,0.15,0,0.25,141.3945375,999.9997444999998,3.778065624128669,5.042622007242019,0.0327062499999998,859.9024696331134,0.1400973106617493,0.9997686880230434
0,LP_G_G,4,a,2015,2.0,0,0.15,1885.2605,1000.0000229999998,49.73436405583967,58.95946710377672,1362.2926973466049,486.25732339454186,0.5137426877893763,0.2773981646851432
0,LP_G_MV,4,a,2015,2.5,0,1.75,2356.575625,999.9999935,259.74830905448584,409.80585995354994,1380.0683179171365,173.5502373162008,0.8264497615557227,0.4143755442106229
0,LP_W_MFH_g_WP075,4,a,2015,0.0,0,0.75,0.0,999.998975,0.0,0.0,-0.0,999.998975,0.0,
0,LP_W_MFH_k,4,a,2015,2.0,0,2.5,1885.2605,999.9999625,357.81210852142704,533.0275480307455,943.2820152050748,233.23691721439303,0.7667630740392223,0.4996542837421806
0,LP_W_EFH_WP050,4,a,2015,0.5,0,0.2,471.315125,1000.0043,50.94047374578171,61.59816618383253,179.79082445306747,719.1376918911184,0.28086540038766,0.6185337263405932
0,LP_Ö_Büro_m,4,a,2015,0.15,0,1.75,141.3945375,999.99997925,2.3112683832843737,3.0220022098941417,0.0098089999999999,859.3259845766099,0.1406739975923755,0.9999306267400888
0,LP_W_W,4,a,2015,0.2,0,0.5,188.52605000000003,1000.007,35.246386940987286,43.458793285440045,0.3622230826156259,820.0555794270684,0.179950160921805,0.998078657657042
0,LP_G0,4,a,2015,1.25,0,1.0,1178.2878125,997.58425,199.71144689170717,273.21881077831887,420.7682193704945,313.5720207571062,0.6856686332436521,0.6428986068541768
0,LP_W_EFH_WP075,4,a,2015,2.5,0,0.05,2356.575625,1000.006775,19.957272295335684,23.54296567603709,1993.1149647907127,640.1318081714146,0.3598725286922035,0.154232546731568
0,LP_W_MFH_g,4,a,2015,1.0,0,0.25,942.63025,1000.0000049999998,70.03638688134986,83.96242367287952,493.0585138439109,564.3543056354405,0.4356456971863309,0.476933279147459
0,LP_G_G,4,a,2015,0.2,0,2.25,188.52605000000003,1000.0000229999998,8.617634911682984,10.790713502071393,0.027281,813.6743325903883,0.1863256861241208,0.9998552932074904
0,LP_W_EFH,4,a,2015,0.0,0,1.75,0.0,1000.0055,0.0,0.0,-0.0,1000.0055,0.0,
0,LP_G_MH,4,a,2015,1.75,0,0.05,1649.6029374999998,1000.0001844999998,20.1411288781488,23.75480706161324,1047.903749315093,401.9146744985575,0.5980853996546862,0.3647539504850736
0,LP_W_EFH_WP025,4,a,2015,1.75,0,0.2,1649.6029374999998,999.9964499999998,68.19493824046666,81.34850168511917,1208.333305143423,571.8803810880759,0.428117588729364,0.2675005131994538
0,LP_G_MV,4,a,2015,0.2,0,2.0,188.52605000000003,999.9999935,13.322130577534214,16.581839495756455,0.021697,814.7553494182222,0.1852446452858679,0.9998849124563952
0,LP_W_EFH_WP075,4,a,2015,2.5,0,1.75,2356.575625,1000.006775,231.46710818668524,318.6162111812785,1698.0712100899823,428.6514630845758,0.5713514410094113,0.2794327531542797
0,LP_W_EFH_WP075,4,a,2015,2.0,0,0.0,1885.2605,1000.006775,0.0,0.0,1562.86335,677.609625,0.3223949657741068,0.171009337966822
0,LP_G2,4,a,2015,0.75,0,2.25,706.9726875,1005.842,227.93589721178708,289.8965989334956,42.284575090246726,403.1145893119552,0.5992267281422378,0.9401892380881453
0,LP_W_MFH_g_WP050,4,a,2015,1.0,0,0.5,942.63025,1000.0001499999998,120.69472254522464,150.27635821485546,482.7705295596266,569.7220652292574,0.4302780202290395,0.4878474040488022
0,LP_G6,4,a,2015,1.0,0,0.05,942.63025,1018.281,18.082367866842663,21.35636974761881,505.7941080011514,584.7188598819278,0.4257784836583145,0.4634225795308909
0,LP_WP,4,a,2015,1.5,0,0.1,1413.945375,999.9999865,36.92674407202407,43.63209314236097,1115.6994028064996,708.4593633768367,0.2915406270589618,0.2109317498870848
0,LP_Ö_Schule_g,4,a,2015,2.5,0,0.25,2356.575625,999.99992825,78.5008298145286,94.85374240091164,1755.028383581552,414.8055994179351,0.585194370819761,0.2552632875588059
0,LP_W_MFH_m_WP025,4,a,2015,0.5,0,1.75,471.315125,1000.00095,155.48836315341333,193.7364723480635,8.819000688650656,575.7529348833009,0.4242476120814676,0.9812885260394504
0,LP_W_MFH_m_WP075,4,a,2015,0.75,0,1.5,706.9726875,1000.0004250000002,157.32321640377342,214.22421055868196,251.12643874007765,601.0551703949862,0.3989450850533527,0.6447862227491247
0,LP_L0,4,a,2015,0.2,0,2.5,188.52605000000003,1011.2155,4.219312735346247,5.745815406517761,0.0338,824.2497526711713,0.1848920900923974,0.999820714431772
0,LP_WP,4,a,2015,1.25,0,0.0,1178.2878125,999.9999865,0.0,0.0,940.45376925,762.1659432499998,0.2378340464607598,0.2018471554461571
0,LP_G3,4,a,2015,2.25,0,1.5,2120.9180625,1006.41775,324.4955613728035,454.51768645546287,1201.2720890637745,216.793901646434,0.7845885551537282,0.4336074974778642
0,LP_W_EFH_WP075,4,a,2015,0.75,0,1.25,706.9726875,1000.006775,149.876518534477,203.464639387306,265.8730398162922,612.4952481691212,0.3875089014580715,0.6239274239059027
0,LP_W_EFH_WP050,4,a,2015,1.75,0,2.0,1649.6029374999998,1000.0043,267.3146194737829,393.76062030170885,914.7947353350504,391.64209866297625,0.6083595853908067,0.4454454981018421
0,LP_G3,4,a,2015,0.75,0,1.5,706.9726875,1006.41775,216.81017453722745,276.42647523480963,64.78426087065452,423.8456240682368,0.5788571653587818,0.908363842032222
0,LP_W_MFH_g,4,a,2015,2.5,0,2.5,2356.575625,1000.0000049999998,371.6765793226511,587.5181246121026,1331.1625629810603,190.42848827051225,0.8095715126816301,0.4351284343013348
0,LP_G1,4,a,2015,0.15,0,0.0,141.3945375,983.74625,0.0,0.0,19.825437500000003,862.1771499999999,0.123577701058581,0.859786397335187
0,LP_W_MFH_g_WP050,4,a,2015,0.2,0,0.5,188.52605000000003,1000.0001499999998,31.31129404728077,38.2859611296343,0.2218349943208905,818.6706020766743,0.1813295207238974,0.9988233191417266
0,LP_L1,4,a,2015,0.05,0,0.75,47.13151250000001,1011.16925,0.0,0.0,-0.0,964.0377375,0.046610903664248,1.0
